Clave,Nombre de la estación,Latitud,Longitud,Altitud,Estado,Municipio,R.H.,Cuenca
CDRNL,"Cadereyta, N.L.",25.590278000000001,-99.974999999999994,330,Nuevo León,Cadereyta Jiménez,24,Río San Juan
CPRNL,"José López Portillo, N.L.",24.9375,-99.399721999999997,270,Nuevo León,Linares,25,San Fernando
HERNL,"Los Herrera, N.L.",25.897777999999999,-99.400833000000006,240,Nuevo León,Los Herreras,24,Río San Juan
LERNL,"Las Enramadas, N.L.",25.497222000000001,-99.527221999999995,230,Nuevo León,Los Ramones,24,Río San Juan
MTMNL,"Montemorelos, N.L.",25.174167000000001,-99.833332999999996,375,Nuevo León,Montemorelos,24,Río San Juan
PABNL,"Pablillo, N.L.",24.856943999999999,-99.555555999999996,2100,Nuevo León,Linares,25,San Fernando
PAMNL,"La Pamona, N.L.",24.992778000000001,-99.221666999999997,195,Nuevo León,Linares,24,San Fernando
RDSNL,"Rodríguez, N.L.",27.233332999999998,-100.13333299999999,161,Nuevo León,Anáhuac,24,Río Medio Bravo
TPHNL,"Tepehuaje, N.L.",25.505278000000001,-99.770832999999996,250,Nuevo León,Cadereyta Jiménez,24,Río San Juan
ASTOX,"Astata, Oax.",16.010833000000002,-95.700556000000006,80,Oaxaca,San Pedro Huamelula,0,Costa de Oaxaca
BOQOX,"Boquilla 1, Oax.",16.647221999999999,-95.929167000000007,638,Oaxaca,Santa Ana Tavela,0,Río Tehuantepec
CHIOX,"Chicapa, Oax.",16.583333,-94.816666999999995,40,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,22,resto de la región
CSPOX,"Cosolapa, Oax.",18.492778000000001,-96.658332999999999,135,Oaxaca,Acatlán de Pérez Figueroa,RH,Río Papaloapan
DPSOX,"Dique Pescaditos, Oax.",18.1525,-96.388889000000006,70,Oaxaca,San Miguel Soyaltepec,28,Río Papaloapan
EMAOX,"El Marqués, Oax.",16.434722000000001,-95.374443999999997,98,Oaxaca,Santa María Jalapa del Marqués,22,resto de la región
IXTOX,"Ixtepec, Oax.",16.583333,-95.099999999999994,69,Oaxaca,Ciudad Ixtepec,22,resto de la región
JACOX,"Jacatepec, Oax.",17.866667,-96.200000000000003,42,Oaxaca,Santa María Jacatepec,28,Río Papaloapan
OSTOX,"Ostuta, Oax.",16.5,-94.400000000000006,45,Oaxaca,Santo Domingo Zanatepec,22,resto de la región
PA2OX,"Papaloapan 2, Oax.",18.166667,-96.083332999999996,0,Oaxaca,San Juan Bautista Tuxtepec,28,Río Papaloapan
PAPOX,"Papaloapan, Oax.",18.166667,-96.083332999999996,14,Oaxaca,Cosamaloapan de Carpio,28,Río Papaloapan
STDOX,"Santo Domingo, Oax.",18.050000000000001,-96.549999999999997,95,Oaxaca,San Felipe Jalapa de Díaz,28,Río Papaloapan
TEQOX,"Tequisistlán, Oax.",16.416667,-95.599999999999994,170,Oaxaca,Magdalena Tequisistlán,22,Río Tehuantepec
TUXOX,"Tuxtepec, Oax.",18.083333,-96.133332999999993,21,Oaxaca,San Juan Bautista Tuxtepec,28,Río Papaloapan
UCFOX,"Usila CFE, Oax.",17.933056000000001,-96.435277999999997,125,Oaxaca,San Felipe Usila,28,Río Papaloapan
ZANOX,"Zanatepec, Oax.",16.4025,-94.216110999999998,35,Oaxaca,San Pedro Tapanatepec,0,Costa de Chiapas
BAIPB,"Buenos Aires CFE, Pue.",19.961389,-97.503332999999998,0,Puebla,Tlatlauquitepec,27,Norte de Veracruz
NARPB,"Naranjastitla, Pue.",18.360278000000001,-96.781389000000004,0,Puebla,San Sebastián Tlacotepec,,Río Papaloapan
STLPB,"Sontalalco CFE, Pue.",19.952777999999999,-97.486389000000003,0,Puebla,Tlatlauquitepec,27,Norte de Veracruz
TYAPB,"Tepeyac, Pue.",18.483611,-96.861389000000003,100,Puebla,San Sebastián Tlacotepec,28,Río Papaloapan
AJTSL,"Las Adjuntas, S.L.P.",21.972221999999999,-98.558333000000005,18,San Luis Potosí,Tamuín,26,Bajo Pánuco
BLMSL,"Ballesmi, S.L.P.",21.748888999999998,-98.955832999999998,44,San Luis Potosí,Ciudad Valles,26,Bajo Pánuco
GANSL,"Gallinas, S.L.P.",21.906943999999999,-99.239444000000006,280,San Luis Potosí,Aquismón,26,Bajo Pánuco
MICSL,"Micos, S.L.P.",22.120000000000001,-99.159443999999993,310,San Luis Potosí,Ciudad Valles,26,Bajo Pánuco
PUJSL,"El Pujal, S.L.P.",21.847221999999999,-98.939722000000003,43,San Luis Potosí,Ciudad Valles,26,Bajo Pánuco
RQTSL,"Requetemu, S.L.P.",21.425000000000001,-98.888610999999997,82,San Luis Potosí,Axtla de Terrazas,26,Río Alto Pánuco
STRSL,"Santa Rosa, S.L.P.",22.02,-99.055833000000007,96,San Luis Potosí,Ciudad Valles,26,Bajo Pánuco
SVTSL,"San Vicente, S.L.P.",21.692778000000001,-98.617221999999998,32,San Luis Potosí,San Vicente Tancuayalab,26,Bajo Pánuco
TBLSL,"Tierra Blanca, S.L.P.",21.246666999999999,-98.857221999999993,155,San Luis Potosí,Tamazunchale,26,Río Alto Pánuco
TMISL,"Observatorio de Tamuín, S.L.P.",22.003610999999999,-98.773332999999994,22,San Luis Potosí,Tamuín,26,Bajo Pánuco
TMTSL,"Temamatla, S.L.P.",21.241111,-98.758888999999996,125,San Luis Potosí,Tamazunchale,26,Río Alto Pánuco
TZBSL,"Tanzabaca, S.L.P.",21.663889000000001,-99.213333000000006,196,San Luis Potosí,Jalpan de Serra,26,Bajo Pánuco
ACTSI,"Acatitán, Sin.",24.047222000000001,-106.654167,15,Sinaloa,San Ignacio,10,Planicie de Sinaloa
AL2SI,"El Varejonal hidrométrica, Sin.",25.090278000000001,-107.38333299999999,111,Sinaloa,Badiraguato,10,Rio Culiacán
BCBSI,"Bacubirito, Sin.",25.816666999999999,-107.916667,280,Sinaloa,Sinaloa,10,Río Sinaloa
BDRSI,"Badiraguato, Sin.",25.333333,-107.53749999999999,280,Sinaloa,Badiraguato,10,Rio Culiacán
CHXSI,"Observatorio de Choix, Sin.",26.736111000000001,-108.329167,350,Sinaloa,Choix,10,Río Fuerte
GB2SI,"El Sabinal hidrométrica, Sin.",26.083333,-108.316667,150,Sinaloa,Sinaloa,10,Río Sinaloa
GD2SI,"Bacurato hidrométrica de Gustavo Díaz Ordaz, Sin.",25.855277999999998,-107.91194400000001,1470,Sinaloa,Sinaloa,10,Río Sinaloa
GGNSI,"Guaguana, Sin.",26.050000000000001,-107.84999999999999,350,Sinaloa,Sinaloa,10,Río Sinaloa
GSVSI,"Guasave, Sin.",25.716667000000001,-108.466667,30,Sinaloa,Guasave,10,Río Sinaloa
GTNSI,"Guatenipa, Sin.",25.344443999999999,-107.22499999999999,290,Sinaloa,Badiraguato,10,Rio Culiacán
IXPSI,"Ixpalino, Sin.",23.955556000000001,-106.595833,300,Sinaloa,San Ignacio,10,Planicie de Sinaloa
JNASI,"Jaina, Sin.",25.899999999999999,-108.01388900000001,200,Sinaloa,Sinaloa,10,Río Sinaloa
LD2SI,"Huites hidrométrica, Sin.",26.904167000000001,-108.34999999999999,168,Sinaloa,Choix,10,Río Fuerte
LDCSI,"Luis Donaldo Colosio, Sin.",26.844722000000001,-108.367778,168,Sinaloa,Choix,10,Río Fuerte
QLTSI,"Quelite, Sin.",23.5625,-106.466667,60,Sinaloa,Mazatlán,10,Planicie de Sinaloa
RAVSI,"Estación Rancho Viejo, Sin.",25.124721999999998,-107.755833,60,Sinaloa,Mocorito,,Río Mocorito
RSRSI,"Rosario, Sin.",22.983332999999998,-105.84999999999999,32,Sinaloa,Rosario,11,Presidio San Pedro
SCRSI,"Santa Cruz, Sin.",24.484722000000001,-106.952778,109,Sinaloa,Cosalá,10,Río Elotla
SJNSI,"San Juan, Sin.",25.486667000000001,-107.8425,144,Sinaloa,Mocorito,10,Rio Culiacán
SN2SI,"Sanalona hidrométrica, Sin.",24.813889,-107.158333,170,Sinaloa,Culiacán,10,Rio Culiacán
TORSI,"Las Tortugas, Sin.",23.088332999999999,-105.84694399999999,54,Sinaloa,Rosario,1,Presidio San Pedro
CCRSO,"Cocoraque, Son.",27.416667,-109.625,100,Sonora,Quiriego,9,Yaqui - Matapé
CJNSO,"El Cajón, Son.",29.472221999999999,-110.736389,390,Sonora,San Miguel de Horcasitas,9,Sonora
CZNSO,"Cazanate, Son.",26.603611000000001,-108.7625,60,Sonora,Alamos,9,Río Fuerte
ECBSO,"El Cubil, Son.",29.199999999999999,-109.233333,350,Sonora,Sahuaripa,9,Yaqui - Matapé
NYNSO,"Sonoyta, Son.",31.866667,-112.84999999999999,350,Sonora,General Plutarco Elías Calles,8,Río Sonoyta
ORGSO,"El Orégano, Son.",29.229721999999999,-110.70611100000001,272,Sonora,Hermosillo,9,Sonora
PDNSO,"Paso Nácori, Son.",29.433333000000001,-109.083333,533,Sonora,Nácori Chico,9,Yaqui - Matapé
PTASO,"Punta de Agua 2, Son.",28.472221999999999,-110.308333,250,Sonora,Guaymas,9,Yaqui - Matapé
PTQSO,"Pitiquito, Son.",30.697778,-112.11666700000001,300,Sonora,Caborca,9,Río Concepción
SBNSO,"San Bernardo, Son.",27.411943999999998,-108.876667,162,Sonora,Alamos,9,Río Mayo
SRSSO,"Santa Rosa 2, Son.",30.394722000000002,-111.445278,537,Sonora,Trincheras,9,Río Concepción
TSOSO,"Tesocoma, Son.",27.658332999999999,-109.21250000000001,320,Sonora,Quiriego,9,Río Mayo
BDCTB,"Boca del Cerro, Tab.",17.433333000000001,-91.483333000000002,100,Tabasco,Tenosique,30,Grijalva - Usumacinta
EMUTB,"Villahermosa Muelle, Tab.",17.98,-92.916667000000004,10,Tabasco,Centro,30,Bajo Grijalva
GABTB,"Gaviotas 2, Tab.",17.966667000000001,-92.916667000000004,-2,Tabasco,Centro,0,Bajo Grijalva
GONTB,"González, Tab.",17.975000000000001,-93,1,Tabasco,Centro,30,Bajo Grijalva
MACTB,"Macuspana, Tab.",17.766667000000002,-92.599999999999994,60,Tabasco,Macuspana,30,Grijalva - Usumacinta
OXOTB,"Oxolotán, Tab.",17.380555999999999,-92.75,100,Tabasco,Tacotalpa,30,Bajo Grijalva
PNVTB,"Pueblo Nuevo, Tab.",17.854167,-92.879166999999995,60,Tabasco,Centro,30,Bajo Grijalva
PUYTB,"Puyacatengo, Tab.",17.566666999999999,-92.9375,72,Tabasco,Teapa,30,Bajo Grijalva
SAMTB,"Samaria, Tab.",17.996943999999999,-93.275555999999995,72,Tabasco,Cunduacán,30,Bajo Grijalva
SPTTB,"San Pedro, Tab.",17.791667,-91.158332999999999,21,Tabasco,Balancán,30,Grijalva - Usumacinta
TAPTB,"Tapijulapa, Tab.",17.456944,-92.778610999999998,60,Tabasco,Tacotalpa,30,Bajo Grijalva
TEATB,"Teapa, Tab.",17.566666999999999,-92.966667000000001,72,Tabasco,Teapa,30,Bajo Grijalva
AHLTP,"Ahualulco, Tamps.",22.986944000000001,-99.145555999999999,82,Tamaulipas,Gómez Farías,26,Río Soto la Marina
BALTP,"Bombas Altamira, Tamps.",22.386111,-97.926944000000006,2,Tamaulipas,Altamira,26,Bajo Pánuco
BRRTP,"El Barretal, Tamps.",24.102499999999999,-99.215000000000003,226,Tamaulipas,Hidalgo,25,Río Soto la Marina
CORTP,"Corona, Tamps.",23.887222000000001,-98.936667,150,Tamaulipas,Güémez,25,Río Soto la Marina
ENNTP,"La Encantada, Tamps.",23.384443999999998,-99.078610999999995,375,Tamaulipas,Llera,26,Bajo Pánuco
LSRTP,"La Servilleta, Tamps.",22.852778000000001,-99.120555999999993,210,Tamaulipas,El Mante,26,Bajo Pánuco
MAGTP,"Magueyes, Tamps.",24.567778000000001,-99.551944000000006,420,Tamaulipas,Mainero,25,Río Soto la Marina
MGSTP,"Magiscatzín Dos, Tamps.",22.795832999999998,-98.705556000000001,40,Tamaulipas,González,26,Bajo Pánuco
PADTP,"Padilla, Tamps.",24.043889,-98.903610999999998,154,Tamaulipas,Padilla,25,Río Soto la Marina
PDMTP,"Paso de Molina, Tamps.",23.726666999999999,-98.745833000000005,122,Tamaulipas,Casas,25,Río Soto la Marina
PVLTP,"Puerto de Valles, Tamps.",24.184443999999999,-99.597778000000005,555,Tamaulipas,Hidalgo,25,Río Soto la Marina
RFRTP,"Río Frío, Tamps.",22.843056000000001,-99.026111,60,Tamaulipas,Xicoténcatl,26,Bajo Pánuco
SBNTP,"Sabinas, Tamps.",23.031389000000001,-99.093056000000004,100,Tamaulipas,Gómez Farías,26,Bajo Pánuco
SGBTP,"San Gabriel, Tamps.",23.085556,-98.787499999999994,140,Tamaulipas,Xicoténcatl,26,Bajo Pánuco
TMOTP,"El Tomaseño, Tamps.",24.251389,-99.436110999999997,413,Tamaulipas,Hidalgo,25,Río Soto la Marina
TMSTP,"Tamesí, Tamps.",22.413611,-98.421943999999996,12,Tamaulipas,González,26,Bajo Pánuco
ARCVC,"Ángel Rosario Cabada, Ver.",18.583333,-95.4375,19,Veracruz de Ignacio de la Llave,Ángel Rosario Cabada,28,Río Papaloapan
CRDVC,"Cardel, Ver.",19.364722,-96.374443999999997,28,Veracruz de Ignacio de la Llave,La Antigua,28,Actopan - La Antigua
CTTVC,"Cuatotolapan, Ver.",18.144444,-95.295833000000002,14,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,28,Río Papaloapan
ESPVC,"El Espinal, Ver.",20.2575,-97.399167000000006,100,Veracruz de Ignacio de la Llave,Espinal,,Norte de Veracruz
GARVC,"Garro, Ver.",18.270555999999999,-95.556944000000001,20,Veracruz de Ignacio de la Llave,Isla,28,Río Papaloapan
HGOVC,"El Higo, Ver.",21.773610999999999,-98.459166999999994,50,Veracruz de Ignacio de la Llave,El Higo,27,Bajo Pánuco
HLSVC,"Los Hules, Ver.",21.194444000000001,-98.287499999999994,75,Veracruz de Ignacio de la Llave,Chalma,26,Bajo Pánuco
LCEVC,"La Ceibilla, Ver.",18.229721999999999,-95.445278000000002,36,Veracruz de Ignacio de la Llave,Isla,28,Río Papaloapan
MDTVC,"Martínez de la Torre, Ver.",20.067499999999999,-97.048333,50,Veracruz de Ignacio de la Llave,Martínez de la Torre,27,Norte de Veracruz
MINVC,"Minatitlán, Ver.",17.983332999999998,-94.533332999999999,60,Veracruz de Ignacio de la Llave,Minatitlán,29,Coatzacoalcos
OLVVC,"El Olivo, Ver.",21.832222000000002,-98.503889000000001,25,Veracruz de Ignacio de la Llave,Pánuco,26,Bajo Pánuco
PDTVC,"Paso del Toro, Ver.",19.041667,-96.140833000000001,8,Veracruz de Ignacio de la Llave,Medellín de Bravo,27,Actopan - La Antigua
PNCVC,"Pánuco, Ver.",22.059999999999999,-98.176666999999995,10,Veracruz de Ignacio de la Llave,Pánuco,27,Bajo Pánuco
PRCVC,"Poza Rica, Ver.",20.540832999999999,-97.478333000000006,50,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,27,Norte de Veracruz
PSNVC,"Platón Sánchez, Ver.",21.297778000000001,-98.356667000000002,80,Veracruz de Ignacio de la Llave,Tantoyuca,26,Bajo Pánuco
SJEVC,"San Juan Evangelista, Ver.",17.883333,-95.133332999999993,29,Veracruz de Ignacio de la Llave,San Juan Evangelista,28,Río Papaloapan
TLCVC,"Tlacotalpan, Ver.",18.600000000000001,-95.650000000000006,5,Veracruz de Ignacio de la Llave,Tlacotalpan,28,Río Papaloapan
TMOVC,"Tierra Morada, Ver.",17.571943999999998,-94.163332999999994,10,Veracruz de Ignacio de la Llave,Las Choapas,29,Coatzacoalcos
TMPVC,"Tempoal, Ver.",21.499721999999998,-98.409443999999993,38,Veracruz de Ignacio de la Llave,Tempoal,26,Bajo Pánuco
TRRVC,"Terrerillos, Ver.",21.039722000000001,-98.153056000000007,106,Veracruz de Ignacio de la Llave,Chicontepec,27,Bajo Pánuco
VAZVC,"Villa Azueta, Ver.",18.074999999999999,-95.700000000000003,14,Veracruz de Ignacio de la Llave,José Azueta,28,Río Papaloapan
ELPZC,"El Platanito, Zac.",22.611388999999999,-104.050833,1030,Zacatecas,Valparaíso,12,Rio Bajo Santiago
LFLZC,"La Florida, Zac.",22.686944,-103.603056,1840,Zacatecas,Valparaíso,12,Rio Bajo Santiago
SFOZC,"San Francisco, Zac.",24.322222,-102.884444,1690,Zacatecas,General Francisco R. Murguía,36,Río Aguanaval
B12210,VERTEDOR POTRERILLOS,22.234722000000001,-102.435278,0,Aguascalientes,Rincón de Romos,12,
B12281,KM. 1 +400 (PRESA JOCOQUE),22.133056,-102.345,1841,Aguascalientes,Pabellón de Arteaga,12,
B12378,PRESA CALLES,22.138332999999999,-102.413889,2020,Aguascalientes,San José de Gracia,12,
B12545,EL NIÁGARA 3,21.779167000000001,-102.375,1810,Aguascalientes,Aguascalientes,12,
B12570,LA CODORNIZ,21.988889,-102.683333,1783,Aguascalientes,Calvillo,12,
B12619,KM. 0 +050,21.991667,-102.681944,1790,Aguascalientes,Calvillo,12,
B12656,EL NIAGARA,21.787500000000001,-102.375,1828,Aguascalientes,Aguascalientes,12,
B12669,MEDIA LUNA,21.793056,-102.806944,1585,Aguascalientes,Calvillo,12,
B12773,KM. 0 +412 (PRESA MEDIA LUNA),21.804444,-102.785556,0,Aguascalientes,Calvillo,12,
B12934,KM. 0 +100 (PRESA 50 ANIVERSARIO),22.188611000000002,-102.466944,2050,Aguascalientes,San José de Gracia,12,
B01002,LA PUERTA,32.543889,-116.67833299999999,480,Baja California,Tecate,,
B01034,EL ALAMAR,32.528333000000003,-116.90055599999999,80,Baja California,Tijuana,1,
B03009,HUERTA VIEJA,26.239999999999998,-112.02638899999999,0,Baja California Sur,Comondú,3,
B06003,SAN BARTOLO,23.716667000000001,-109.88333299999999,395,Baja California Sur,La Paz,6,
B06004,SAN ANTONIO,23.800000000000001,-110.05,375,Baja California Sur,La Paz,6,
B06008,EL CAJONCITO,24.159721999999999,-110.16111100000001,210,Baja California Sur,La Paz,6,
B30181,CANDELARIA,18.183333000000001,-91.066666999999995,50,Campeche,Candelaria,30,
B30199,PALIZADA,18.126389,-92.092500000000001,10,Campeche,Candelaria,30,
B31002,CANASAYAB,19.300000000000001,-90.516666999999998,37,Campeche,Champotón,31,
B23003,CAHUACAN,14.716666999999999,-92.270832999999996,50,Chiapas,Tapachula,23,
B23005,TALISMAN I,14.9625,-92.150000000000006,148,Chiapas,Tuxtla Chico,23,
B23007,SUCHIATE 2,14.683332999999999,-92.133332999999993,80,Chiapas,Suchiate,23,
B23008,HUIXTLA,15.133333,-92.466667000000001,40,Chiapas,Huixtla,23,
B23009,PIJIJIAPAN,15.699999999999999,-93.216667000000001,38,Chiapas,Pijijiapan,23,
B23011,TONALA,16.070833,-93.75,55,Chiapas,Tonalá,23,
B23012,NOVILLERO,15.487500000000001,-92.950000000000003,150,Chiapas,Mapastepec,23,
B23013,JESUS,15.866667,-93.483333000000002,120,Chiapas,Tonalá,23,
B23015,CACALUTA,15.35,-92.716667000000001,80,Chiapas,Acacoyagua,23,
B23016,CINTALAPA,15.308332999999999,-92.733333000000002,108,Chiapas,Cintalapa,23,
B23017,COAPA,15.666667,-93.166667000000004,100,Chiapas,Pijijiapan,23,
B23018,MARGARITAS,16.320833,-91.979167000000004,1512,Chiapas,Pijijiapan,23,
B23019,DESPOBLADO,15.216666999999999,-92.566666999999995,115,Chiapas,Villa Comaltitlán,23,
B23020,HUEHUETAN,15,-92.416667000000004,65,Chiapas,Huehuetán,23,
B23022,SAN NICOLAS,15.449999999999999,-92.895832999999996,150,Chiapas,Mapastepec,23,
B23023,TALISMAN 2,14.883333,-92.141666999999998,350,Chiapas,Tuxtla Chico,23,
B23034,TALISMAN 3,14.958888999999999,-92.168056000000007,350,Chiapas,Huehuetán,23,
B23036,TRES PICOS,15.876111,-93.470832999999999,55,Chiapas,Tonalá,23,
B23047,ARRIAGA,16.241111,-93.897499999999994,64,Chiapas,Arriaga,23,
B30004,EL DORADO,17.899999999999999,-93.349999999999994,400,Chiapas,Escuintla,23,
B30014,PUENTE COLGANTE,16.741667,-93.033332999999999,418,Chiapas,Chiapa de Corzo,30,
B30015,LAS PEÑITAS,17.408332999999999,-93.450000000000003,56,Chiapas,Tila,30,
B30020,EL BOQUERÓN 2,16.504166999999999,-93.150000000000006,500,Chiapas,Suchiapa,30,
B30036,EL BURRERO,16.816666999999999,-92.883332999999993,1230,Chiapas,Ixtapa,30,
B30039,LA MESILLA,16.183333000000001,-92.299999999999997,560,Chiapas,Tzimol,30,
B30041,LA ESCALERA,16.533332999999999,-92.950000000000003,450,Chiapas,Chiapa de Corzo,30,
B30042,SALTO DE AGUA,17.566666999999999,-92.349999999999994,22,Chiapas,Salto de Agua,30,
B30057,PICHUCALCO,17.558333000000001,-93.108333000000002,21,Chiapas,Pichucalco,30,
B30058,PUENTE MORELOS,16.719443999999999,-92.650000000000006,2113,Chiapas,San Cristóbal de las Casas,30,
B30061,LA UNION,16.166667,-92.299999999999997,580,Chiapas,Cintalapa,30,
B30070,SAYULA,17.425000000000001,-93.383332999999993,228,Chiapas,Ostuacán,30,
B30071,SANTA MARIA,16.949999999999999,-93.766666999999998,220,Chiapas,Larráinzar,30,
B30072,LAS FLORES 2,16.699999999999999,-93.549999999999997,480,Chiapas,Jiquipilas,30,
B30076,MALPASO 2,17.183333000000001,-93.583332999999996,192,Chiapas,Mezcalapa,30,
B30089,PUENTE COLGANTE 2,16.766667000000002,-93.049999999999997,418,Chiapas,Chiapa de Corzo,30,
B30091,SAN FRANCISCO 2,16.083333,-92.791667000000004,540,Chiapas,La Concordia,30,
B30094,PLATANAR,17.577777999999999,-93.387500000000003,38,Chiapas,Pichucalco,30,
B30097,AGUA VERDE,16.591667000000001,-90.683333000000005,0,Chiapas,Benemérito de las Américas,30,
B30098,GRIJALVA,16.966667000000001,-93.116667000000007,210,Chiapas,Chicoasén,30,
B30102,AQUESPALA,15.783333000000001,-91.916667000000004,675,Chiapas,La Trinitaria,30,
B30107,EL CEDRO,16.483332999999998,-90.400000000000006,400,Chiapas,Benemérito de las Américas,30,
B30113,IXCAN,16.100000000000001,-91.083332999999996,299,Chiapas,Ocosingo,30,
B30119,YAMONHO,17.116667,-93.333332999999996,325,Chiapas,Tecpatán,30,
B30120,CHAJUL,16.083333,-90.950000000000003,299,Chiapas,Marqués de Comillas,30,
B30128,LA ANGOSTURA,16.445833,-92.758332999999993,520,Chiapas,Venustiano Carranza,30,
B30129,CHICOASEN,16.966667000000001,-93.099999999999994,710,Chiapas,Osumacinta,30,
B30130,PLAN DE AYALA,16.833333,-92.945832999999993,0,Chiapas,Ixtapa,30,
B30135,ALMANDRO,17.183333000000001,-92.662499999999994,242,Chiapas,Huitiupán,30,
B30137,ALTAMIRANO,16.716667000000001,-92.020832999999996,1240,Chiapas,Altamirano,30,
B30141,LIVINGSTONE,16.579167000000002,-91.683333000000005,0,Chiapas,Altamirano,30,
B30143,SANTA ELENA,16.149999999999999,-91.5,728,Chiapas,Las Margaritas,30,
B30147,EL JABALI,16.147221999999999,-91.377222000000003,0,Chiapas,Las Margaritas,30,
B30149,EUSEBA,16.266667000000002,-91.374167,0,Chiapas,Las Margaritas,30,
B30150,LA CATARATA,16.226666999999999,-91.308333000000005,0,Chiapas,Maravilla Tenejapa,30,
B30151,SAN QUINTIN,16.412500000000001,-91.358333000000002,1512,Chiapas,Ocosingo,30,
B30157,PASO DEL CAYUCO,17.262499999999999,-92.150000000000006,0,Chiapas,Tumbalá,30,
B30158,PUENTE CONCORDIA,15.841666999999999,-91.966667000000001,582,Chiapas,Frontera Comalapa,30,
B30161,EL CARMEN,16.816666999999999,-92.166667000000004,1278,Chiapas,Ocosingo,30,
B30177,EL COLORADO,16.133333,-91.141666999999998,0,Chiapas,Maravilla Tenejapa,30,
B30184,CHICOMUSELO,15.751666999999999,-92.273332999999994,550,Chiapas,Chicomuselo,30,
B30185,EL BRILLANTE,16.162777999999999,-93.076389000000006,540,Chiapas,Tonalá,30,
B30187,CASCAJAL,16.308889000000001,-92.485833,650,Chiapas,Venustiano Carranza,30,
B30188,PUENTE INI,16.744444000000001,-92.641666999999998,2080,Chiapas,San Cristóbal de las Casas,30,
B30195,JALTENANGO,15.870832999999999,-92.723889,620,Chiapas,Angel Albino Corzo,30,
B30196,EL LIMON,15.873611,-92.729167000000004,615,Chiapas,Angel Albino Corzo,30,
B30210,ACALA,16.552778,-92.804167000000007,393,Chiapas,Acala,30,
B09011,LA JUNTA,28.758333,-107.983333,2053,Chihuahua,Temósachic,9,
B10063,BATOPILAS,27.022221999999999,-107.7375,565,Chihuahua,Batopilas de Manuel Gómez Morín,10,
B10064,CHINIPAS,27.416667,-108.541667,490,Chihuahua,Chínipas,10,
B10094,SAN IGNACIO,26.870833000000001,-107.879167,355,Chihuahua,Batopilas de Manuel Gómez Morín,10,
B10100,URIQUE 2,27.302778,-107.83888899999999,599,Chihuahua,Urique,10,
B10102,GUERACHIC,26.813056,-107.072778,2430,Chihuahua,Guachochi,10,
B10104,SIQUIRICHIC,27.283332999999999,-107.220833,2100,Chihuahua,Guachochi,10,
B10110,TOAHAYANA,26.170832999999998,-107.704167,1400,Chihuahua,Guadalupe y Calvo,10,
B24077,COLINA,27.577500000000001,-105.371667,1214,Chihuahua,San Francisco de Conchos,24,
B24213,TECUAN,27.579167000000002,-105.36666700000001,0,Chihuahua,San Francisco de Conchos,24,
B24215,"San Ambrosio, Chih.",27.579167000000002,-105.36666700000001,0,Chihuahua,San Francisco de Conchos,24,Río Conchos
B24215,SAN AMBROSIO,27.579167000000002,-105.36666700000001,0,Chihuahua,San Francisco de Conchos,24,
B24216,FILTRACIONES PRESA LA BOQUILLA,27.550000000000001,-105.40000000000001,1323,Chihuahua,San Francisco de Conchos,24,
B24226,LAS BURRAS,28.545832999999998,-105.422222,1093,Chihuahua,Julimes,24,
B24339,EL GRANERO,28.958333,-105.29305600000001,1055,Chihuahua,Aldama,24,
B24346,PARRAL,26.916667,-105.73055600000001,1776,Chihuahua,Hidalgo del Parral,24,
B34004,CASAS GRANDES,30.375,-107.933333,1473,Chihuahua,Casas Grandes,34,
B34008,LA TRASQUILA,29.733332999999998,-107.075,1441,Chihuahua,Buenaventura,34,
B18395,COYOL,18.210000000000001,-100.740278,0,Ciudad de México,Gustavo A. Madero,18,
B26181,DESVIACION ALTA PEDREGAL,19.300000000000001,-99.204999999999998,0,Ciudad de México,Tlalpan,26,
B24026,SABINAS COAHUILA,27.841667000000001,-101.120833,340,Coahuila de Zaragoza,Sabinas,24,
B24150,PROGRESO,27.425000000000001,-100.983333,360,Coahuila de Zaragoza,Saltillo,24,
B24285,RIO BRAVO EN PIEDRAS NEGRAS COAHUILA Y EAGLE PASS TEXAS,28.666667,-100.516667,0,Coahuila de Zaragoza,Piedras Negras,,
B24299,ZAPATA,29,-101.90000000000001,0,Coahuila de Zaragoza,Zaragoza,,
B24377,CANDELA,26.843889000000001,-100.647778,0,Coahuila de Zaragoza,Candela,24,
B36003,COYOTE,25.541667,-103.466667,1140,Coahuila de Zaragoza,Torreón,36,
B36039,LA FLOR,25.091667000000001,-103.325,1300,Coahuila de Zaragoza,Torreón,36,
B15005,CUIXMALA,19.391667000000002,-104.966667,380,Colima,Manzanillo,15,
B15012,EL CARMESI,19.608332999999998,-104.52500000000001,125,Colima,Manzanillo,15,
B15014,HIGUERA BLANCA 2,19.660833,-105.16249999999999,30,Colima,Manzanillo,15,
B15017,MANUEL AVILA CAMACHO,19.311388999999998,-104.25916700000001,320,Colima,Manzanillo,15,
B16004,COLIMAN,18.951388999999999,-103.94499999999999,24,Colima,Tecomán,16,
B16013,QUITO I,19.197222,-104.335278,412,Colima,Manzanillo,16,
B16018,TACOTAN,20.033332999999999,-104.316667,660,Colima,Comala,16,
