COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30365 
 NOMBRE    : ZACUALPAN 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : ZACUALPAN 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.43055556 ° 
 LONGITUD  : -98.35277778 ° 
 ALTITUD   : 1625 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1982-06-17	0	NULO	NULO	NULO
1982-06-18	0	NULO	24	10
1982-06-19	0.01	NULO	24	10
1982-06-20	0	NULO	25	10
1982-06-21	0	NULO	25	10
1982-06-22	3.5	NULO	24	10
1982-06-23	2.2	NULO	24	13
1982-06-24	0.01	NULO	24	13
1982-06-25	0	NULO	24.5	12
1982-06-26	1	NULO	25	13
1982-06-27	1.1	NULO	24	13
1982-06-28	0	NULO	21.5	12.5
1982-06-29	17	NULO	22	13.5
1982-06-30	5	NULO	22	13.5
1982-07-01	0.9	NULO	22	14
1982-07-02	0.8	NULO	21.5	13.5
1982-07-03	0	NULO	21	13
1982-07-04	0.6	NULO	24	13.5
1982-07-05	0	NULO	22.5	12
1982-07-06	0	NULO	22	12.5
1982-07-07	0	NULO	21.5	11.5
1982-07-08	0	NULO	21.5	11
1982-07-09	0	NULO	23	12.5
1982-07-10	6.5	NULO	22	12
1982-07-11	7.8	NULO	21	12
1982-07-12	3.5	NULO	22	11
1982-07-13	16.5	NULO	22.5	13
1982-07-14	0.3	NULO	21	12
1982-07-15	2.5	NULO	21	13
1982-07-16	1.2	NULO	21	13
1982-07-17	0.4	NULO	20	13
1982-07-18	2	NULO	19.5	13
1982-07-19	0	NULO	21	11.5
1982-07-20	0	NULO	21.5	11.5
1982-07-21	1.1	NULO	22	11.5
1982-07-22	10.5	NULO	21	11
1982-07-23	1.3	NULO	19.5	11
1982-07-24	20.5	NULO	21	12
1982-07-25	1.1	NULO	20	12.5
1982-07-26	3.5	NULO	19	13
1982-07-27	0	NULO	20.5	11
1982-07-28	0	NULO	22	10
1982-07-29	0	NULO	22.5	11
1982-07-30	3.5	NULO	21	13
1982-07-31	0.3	NULO	22	12
1982-08-01	0	NULO	21.5	11.5
1982-08-02	0	NULO	21.5	12.5
1982-08-03	0	NULO	23	15
1982-08-04	0	NULO	21	12
1982-08-05	0	NULO	21.5	11
1982-08-06	0	NULO	21	10
1982-08-07	0	NULO	22.5	11
1982-08-08	0	NULO	23	12
1982-08-09	1.5	NULO	21	13
1982-08-10	0	NULO	23	12
1982-08-11	3.5	NULO	22	13
1982-08-12	20.5	NULO	20	11
1982-08-13	0	NULO	20.5	11
1982-08-14	0	NULO	22	11
1982-08-15	0	NULO	23	12.5
1982-08-16	0	NULO	23	12.5
1982-08-17	0	NULO	23	12
1982-08-18	20.5	NULO	21.5	12
1982-08-19	6.5	NULO	19	12
1982-08-20	11	NULO	21	11
1982-08-21	20.5	NULO	18.5	14
1982-08-22	13.4	NULO	19.5	15
1982-08-23	0	NULO	20	9.5
1982-08-24	0	NULO	21	11
1982-08-25	0	NULO	22	13
1982-08-26	0	NULO	23.5	13.5
1982-08-27	0	NULO	22.5	12.5
1982-08-28	7	NULO	20	11.5
1982-08-29	4	NULO	21	12
1982-08-30	17.5	NULO	19	10
1982-08-31	0	NULO	20	12
1982-09-01	0	NULO	22	12.5
1982-09-02	0	NULO	23	12
1982-09-03	0	NULO	24	11
1982-09-04	15.5	NULO	23	14.5
1982-09-05	0	NULO	24	11.5
1982-09-06	11.5	NULO	25	11.5
1982-09-07	20.5	NULO	25	12
1982-09-08	16.5	NULO	23	14
1982-09-09	0	NULO	24.5	12.5
1982-09-10	0	NULO	25	12
1982-09-11	0	NULO	26.5	12
1982-09-12	0	NULO	26.5	13
1982-09-13	0	NULO	25	15
1982-09-14	0	NULO	24	12
1982-09-15	20.5	NULO	26	12.5
1982-09-16	0	NULO	24	13
1982-09-17	13.5	NULO	23	10
1982-09-18	8.5	NULO	23	10
1982-09-19	20.5	NULO	23	13
1982-09-20	3.5	NULO	24	14
1982-09-21	20.5	NULO	22	14
1982-09-22	20.5	NULO	21	14
1982-09-23	0	NULO	26	11
1982-09-24	0	NULO	25	11
1982-09-25	14	NULO	25.5	13
1982-09-26	0	NULO	25	13
1982-09-27	0	NULO	25.5	11
1982-09-28	0	NULO	27	12
1982-09-29	0	NULO	27	12
1982-09-30	0	NULO	25.5	10
1982-10-01	0	NULO	22	13.5
1982-10-02	0	NULO	22	15
1982-10-03	4.5	NULO	21.5	13.5
1982-10-04	0	NULO	23	14.5
1982-10-05	0	NULO	22	14
1982-10-06	0	NULO	24.5	14
1982-10-07	5.5	NULO	24.5	15
1982-10-08	0	NULO	26	14
1982-10-09	0	NULO	26	13.5
1982-10-10	0	NULO	25	15
1982-10-11	4.5	NULO	23	16
1982-10-12	11.5	NULO	25	14
1982-10-13	2.5	NULO	20	14
1982-10-14	17.5	NULO	19	11
1982-10-15	15.5	NULO	15.5	12
1982-10-16	19.5	NULO	21	12
1982-10-17	0	NULO	21	12
1982-10-18	0	NULO	20	11
1982-10-19	0	NULO	22	8
1982-10-20	5.5	NULO	20	9
1982-10-21	20.5	NULO	19	8
1982-10-22	13.9	NULO	17	9
1982-10-23	14.5	NULO	15	8
1982-10-24	15.5	NULO	19	9
1982-10-25	0	NULO	17	9
1982-10-26	0	NULO	15	9
1982-10-27	0	NULO	21	7
1982-10-28	0	NULO	22	6
1982-10-29	0	NULO	19	8
1982-10-30	0	NULO	21	8.5
1982-10-31	0	NULO	23	10.5
1982-11-01	0	NULO	24	11.5
1982-11-02	0	NULO	26	10.5
1982-11-03	0	NULO	24.5	10
1982-11-04	15.5	NULO	22	8
1982-11-05	0	NULO	21	6
1982-11-06	0	NULO	20.5	4
1982-11-07	0	NULO	23	6
1982-11-08	0	NULO	22.5	4
1982-11-09	0	NULO	23	4
1982-11-10	0	NULO	21	6.5
1982-11-11	0	NULO	24.5	7
1982-11-12	0	NULO	23.5	7.5
1982-11-13	0	NULO	19	10.5
1982-11-14	0	NULO	21.5	8
1982-11-15	0	NULO	17	11
1982-11-16	10	NULO	22	10
1982-11-17	0	NULO	22	7.5
1982-11-18	10	NULO	23.5	8
1982-11-19	0	NULO	22.5	8.5
1982-11-20	0	NULO	24	10
1982-11-21	0	NULO	23.5	7
1982-11-22	0	NULO	23	8
1982-11-23	0	NULO	22	9
1982-11-24	10.5	NULO	21.5	8
1982-11-25	0	NULO	18	9
1982-11-26	0	NULO	21.5	8
1982-11-27	0	NULO	21	9
1982-11-28	0	NULO	24.5	9
1982-11-29	0	NULO	23.5	10.5
1982-11-30	0	NULO	24.5	8
1982-12-01	0	NULO	25.5	12
1982-12-02	0	NULO	24	10
1982-12-03	0	NULO	21.5	7
1982-12-04	0	NULO	19	9.5
1982-12-05	0	NULO	21	9
1982-12-06	0	NULO	17	6
1982-12-07	15.5	NULO	18	8
1982-12-08	20.5	NULO	18	7
1982-12-09	0	NULO	19	6
1982-12-10	0	NULO	21	7.5
1982-12-11	0	NULO	26	6
1982-12-12	0	NULO	18.5	7.5
1982-12-13	17.5	NULO	16.5	3
1982-12-14	0	NULO	15.5	7
1982-12-15	0	NULO	18	5.5
1982-12-16	0	NULO	15	6
1982-12-17	0	NULO	15.5	3
1982-12-18	0	NULO	21	2
1982-12-19	0	NULO	21	2.5
1982-12-20	0	NULO	21.5	2
1982-12-21	0	NULO	21.5	2.5
1982-12-22	0	NULO	23	5
1982-12-23	0	NULO	25	4
1982-12-24	0	NULO	24.5	7
1982-12-25	0	NULO	25	7
1982-12-26	18.5	NULO	25	6.5
1982-12-27	0	NULO	21.5	7.5
1982-12-28	0	NULO	22	7
1982-12-29	5	NULO	18.5	8.5
1982-12-30	0	NULO	15.5	6.5
1982-12-31	0	NULO	20.5	6.5
1983-01-01	0	NULO	20	8
1983-01-02	0	NULO	15	4
1983-01-03	0	NULO	16.5	3
1983-01-04	0	NULO	15	3
1983-01-05	0	NULO	15	3
1983-01-06	0	NULO	16	8
1983-01-07	0	NULO	15.5	8
1983-01-08	0	NULO	21	8.5
1983-01-09	0	NULO	16	9
1983-01-10	20	NULO	18.5	7
1983-01-11	20	NULO	14	6.5
1983-01-12	0	NULO	15	7
1983-01-13	17	NULO	12	8
1983-01-14	0	NULO	15.5	6
1983-01-15	0	NULO	13	7
1983-01-16	0	NULO	14	6
1983-01-17	0	NULO	12	7.5
1983-01-18	20	NULO	19	7
1983-01-19	0	NULO	19.5	8
1983-01-20	0	NULO	17.5	8
1983-01-21	0	NULO	22	7
1983-01-22	0	NULO	14.5	3.5
1983-01-23	0	NULO	15	4
1983-01-24	0	NULO	18	4
1983-01-25	0	NULO	16.5	4
1983-01-26	0	NULO	19.5	5
1983-01-27	0	NULO	17	5
1983-01-28	0	NULO	21	3
1983-01-29	0	NULO	23.5	6
1983-01-30	0	NULO	21	7
1983-01-31	0	NULO	23	8.5
1983-02-01	0	NULO	18.5	9
1983-02-02	0	NULO	20.5	6.5
1983-02-03	0	NULO	23	8
1983-02-04	0	NULO	19.5	8.5
1983-02-05	0	NULO	23	7.5
1983-02-06	0	NULO	13	6
1983-02-07	0	NULO	12	5.5
1983-02-08	0	NULO	20	8
1983-02-09	0	NULO	24	6.5
1983-02-10	0	NULO	23	8
1983-02-11	0	NULO	24	7
1983-02-12	0	NULO	15	7
1983-02-13	0	NULO	14	6
1983-02-14	0	NULO	22	6
1983-02-15	0	NULO	23	10
1983-02-16	0	NULO	15.5	5
1983-02-17	0	NULO	17	7
1983-02-18	0	NULO	15.5	3.5
1983-02-19	0	NULO	19	6
1983-02-20	0	NULO	24	4
1983-02-21	0	NULO	21	5
1983-02-22	0	NULO	20	5
1983-02-23	0	NULO	19	7
1983-02-24	0	NULO	18	5.5
1983-02-25	0	NULO	18.5	4
1983-02-26	0	NULO	20	7
1983-02-27	0	NULO	20	5
1983-02-28	0	NULO	19.5	5.5
1983-03-01	0	NULO	23	6
1983-03-02	0	NULO	22	7
1983-03-03	0	NULO	23	8
1983-03-04	0	NULO	29.5	5
1983-03-05	0	NULO	23	6
1983-03-06	0	NULO	21.5	10.5
1983-03-07	0	NULO	25	8
1983-03-08	0	NULO	22	7
1983-03-09	4.5	NULO	19	6.5
1983-03-10	0	NULO	20.5	4
1983-03-11	0	NULO	19	5
1983-03-12	0	NULO	16	7
1983-03-13	0	NULO	19.5	8
1983-03-14	0	NULO	24	7.5
1983-03-15	0	NULO	23	10
1983-03-16	0	NULO	21	5
1983-03-17	0	NULO	24	5.5
1983-03-18	0	NULO	22	7
1983-03-19	0	NULO	30	5
1983-03-20	0	NULO	22	6
1983-03-21	0	NULO	25	7.5
1983-03-22	0	NULO	23	6
1983-03-23	0	NULO	28	5
1983-03-24	0	NULO	24.5	7
1983-03-25	0	NULO	28.5	8
1983-03-26	0	NULO	32.5	6
1983-03-27	0	NULO	20	7.5
1983-03-28	0	NULO	25	6.5
1983-03-29	0	NULO	25.5	7
1983-03-30	0	NULO	26.5	8.5
1983-03-31	0	NULO	28	9
1983-04-01	0	NULO	27	8.5
1983-04-02	0	NULO	25.5	9.5
1983-04-03	0	NULO	22.5	6
1983-04-04	0	NULO	20.5	8
1983-04-05	0	NULO	24.5	7
1983-04-06	0	NULO	23	7.5
1983-04-07	0	NULO	26	6
1983-04-08	0	NULO	25.5	8.5
1983-04-09	0	NULO	19.5	5
1983-04-10	0	NULO	24	7.5
1983-04-11	0	NULO	22.5	6
1983-04-12	0	NULO	25	8
1983-04-13	0	NULO	23	5
1983-04-14	10	NULO	25	6.5
1983-04-15	0	NULO	23.5	5
1983-04-16	0	NULO	21	5.5
1983-04-17	5	NULO	20	7
1983-04-18	0	NULO	25	6
1983-04-19	0	NULO	29	8
1983-04-20	0	NULO	26	14
1983-04-21	0	NULO	31	12
1983-04-22	0	NULO	32.5	16
1983-04-23	0	NULO	24	14
1983-04-24	0	NULO	25.5	6
1983-04-25	0	NULO	32	8
1983-04-26	0	NULO	30	9
1983-04-27	0	NULO	32	8.5
1983-04-28	0	NULO	27.5	10
1983-04-29	0	NULO	24.5	9.5
1983-04-30	0	NULO	26.5	8
1983-05-01	0	NULO	30	9
1983-05-02	0	NULO	32.5	9.5
1983-05-03	0	NULO	25	12
1983-05-04	0	NULO	28	8.5
1983-05-05	0	NULO	26.5	9
1983-05-06	0	NULO	28	11
1983-05-07	0	NULO	28.5	12.5
1983-05-08	0	NULO	26	9
1983-05-09	0	NULO	25.5	10
1983-05-10	0	NULO	28	8
1983-05-11	0	NULO	29	9
1983-05-12	0	NULO	32	8.5
1983-05-13	0	NULO	27	9
1983-05-14	0	NULO	27.5	11
1983-05-15	0	NULO	34	13
1983-05-16	0	NULO	27.5	14
1983-05-17	0	NULO	27	12
1983-05-18	0	NULO	32	13
1983-05-19	0	NULO	28.5	14
1983-05-20	0	NULO	31.5	16
1983-05-21	0	NULO	32	15
1983-05-22	0	NULO	26	13
1983-05-23	0	NULO	26	12.5
1983-05-24	0	NULO	24	13
1983-05-25	27.5	NULO	24.5	13
1983-05-26	23.5	NULO	22	11
1983-05-27	30	NULO	18	13
1983-05-28	0	NULO	22.5	12
1983-05-29	0	NULO	24	13
1983-05-30	0	NULO	23	15
1983-05-31	0	NULO	27	11
1983-06-01	0	NULO	24.5	13.5
1983-06-02	0	NULO	25	10
1983-06-03	0	NULO	25	12
1983-06-04	0	NULO	23	11.5
1983-06-05	0	NULO	25	13
1983-06-06	0	NULO	24.5	11.5
1983-06-07	0	NULO	23	14
1983-06-08	0	NULO	25	11
1983-06-09	0	NULO	24	10
1983-06-10	0	NULO	23	12.5
1983-06-11	0	NULO	22.5	10
1983-06-12	0	NULO	24	9
1983-06-13	0	NULO	23	11
1983-06-14	0	NULO	21	12
1983-06-15	10	NULO	22.5	14
1983-06-16	0	NULO	23	12.5
1983-06-17	0	NULO	23.5	11
1983-06-18	0	NULO	24.5	10.5
1983-06-19	0	NULO	26.5	13
1983-06-20	0	NULO	25	13.5
1983-06-21	0	NULO	24.5	11.5
1983-06-22	0	NULO	26	10
1983-06-23	0	NULO	22	12
1983-06-24	10.5	NULO	23	12.5
1983-06-25	8	NULO	24	14
1983-06-26	0	NULO	26.5	12.5
1983-06-27	0	NULO	28	13
1983-06-28	0	NULO	22	12.5
1983-06-29	0	NULO	23.5	11
1983-06-30	13	NULO	18	14
1983-07-01	0	NULO	25	17
1983-07-02	0	NULO	22	11
1983-07-03	0	NULO	24.5	10.5
1983-07-04	0	NULO	23	12
1983-07-05	0	NULO	25	12.5
1983-07-06	10.5	NULO	23.5	13
1983-07-07	15	NULO	24	10
1983-07-08	20	NULO	27.5	12
1983-07-09	0	NULO	24	9
1983-07-10	0	NULO	23.5	11
1983-07-11	0	NULO	21	12
1983-07-12	30.5	NULO	20	14
1983-07-13	25	NULO	21.5	13
1983-07-14	10.5	NULO	21	14
1983-07-15	18	NULO	22.5	13
1983-07-16	22.5	NULO	20	12
1983-07-17	18	NULO	22	14
1983-07-18	25	NULO	20.5	13
1983-07-19	40	NULO	21	12.5
1983-07-20	18	NULO	24.5	11
1983-07-21	20	NULO	23	13
1983-07-22	20.5	NULO	20.5	11.5
1983-07-23	16	NULO	22	14.5
1983-07-24	20	NULO	21	12
1983-07-25	12	NULO	23	10
1983-07-26	15	NULO	20.5	11.5
1983-07-27	17	NULO	21	12
1983-07-28	0	NULO	21.5	14
1983-07-29	0	NULO	20	12
1983-07-30	0	NULO	23.5	10.5
1983-07-31	0	NULO	21	12
1983-08-01	0	NULO	26	9.5
1983-08-02	0	NULO	24.5	12
1983-08-03	0	NULO	23	10
1983-08-04	0	NULO	21	13.5
1983-08-05	10.5	NULO	22.5	12
1983-08-06	0	NULO	20.5	10
1983-08-07	20	NULO	23	12.5
1983-08-08	0	NULO	22	11
1983-08-09	18	NULO	20.5	13.5
1983-08-10	15.5	NULO	23	10
1983-08-11	0	NULO	23.5	12
1983-08-12	0	NULO	20	13
1983-08-13	0	NULO	21	10
1983-08-14	0	NULO	24	9
1983-08-15	0	NULO	23	11
1983-08-16	0	NULO	20	11
1983-08-17	0	NULO	23	13
1983-08-18	0	NULO	22	10
1983-08-19	8.3	NULO	24	11
1983-08-20	0	NULO	24	13
1983-08-21	18	NULO	22	13
1983-08-22	20.5	NULO	20	12
1983-08-23	12	NULO	21	13
1983-08-24	20.5	NULO	20.5	10
1983-08-25	0	NULO	23	12
1983-08-26	0	NULO	21.5	10
1983-08-27	0	NULO	20.5	13
1983-08-28	0	NULO	24	11.5
1983-08-29	0	NULO	21.5	10
1983-08-30	0	NULO	20.5	13
1983-08-31	0	NULO	22	11
1983-09-01	0	NULO	23	11
1983-09-02	0	NULO	23	12
1983-09-03	20	NULO	24	14
1983-09-04	0	NULO	23	12
1983-09-05	0	NULO	21	13.5
1983-09-06	40	NULO	24	15
1983-09-07	35	NULO	22.5	12.5
1983-09-08	28	NULO	24	11
1983-09-09	10	NULO	20	14
1983-09-10	0	NULO	24	13.5
1983-09-11	12	NULO	22	14
1983-09-12	23	NULO	23.5	12.5
1983-09-13	28	NULO	21	11
1983-09-14	24.5	NULO	24	9.5
1983-09-15	15	NULO	23.5	13
1983-09-16	9	NULO	21	12.5
1983-09-17	18	NULO	20.5	14
1983-09-18	23	NULO	23	10.5
1983-09-19	15	NULO	22	13
1983-09-20	0	NULO	25	11
1983-09-21	18.5	NULO	21.5	14.5
1983-09-22	25	NULO	23	10
1983-09-23	15	NULO	24	12
1983-09-24	8.5	NULO	21	13.5
1983-09-25	18	NULO	24	11
1983-09-26	15	NULO	21	13
1983-09-27	22.5	NULO	20.5	10
1983-09-28	12	NULO	23	12.5
1983-09-29	0	NULO	24.5	11.5
1983-09-30	10.5	NULO	24	13
1983-10-01	0	NULO	24	12
1983-10-02	0	NULO	23	13.5
1983-10-03	3	NULO	27.5	11
1983-10-04	0	NULO	25	9
1983-10-05	7.5	NULO	21.5	12
1983-10-06	0	NULO	23	10.5
1983-10-07	0	NULO	20.5	12
1983-10-08	0	NULO	22	13.5
1983-10-09	0	NULO	24	11
1983-10-10	0	NULO	21	13
1983-10-11	0	NULO	23.5	10.5
1983-10-12	0	NULO	22.5	12
1983-10-13	0	NULO	20.5	11.5
1983-10-14	0	NULO	21	10
1983-10-15	0	NULO	23	13.5
1983-10-16	0	NULO	21	12
1983-10-17	0	NULO	23	11
1983-10-18	0	NULO	24	9
1983-10-19	0	NULO	22.5	12
1983-10-20	0	NULO	25	10
1983-10-21	25	NULO	24	13
1983-10-22	0	NULO	21	8
1983-10-23	0	NULO	19.5	10
1983-10-24	35	NULO	21.5	11.5
1983-10-25	42	NULO	18	9.5
1983-10-26	0	NULO	21	8
1983-10-27	0	NULO	18	10
1983-10-28	0	NULO	19.5	6
1983-10-29	0	NULO	23	8
1983-10-30	20.5	NULO	21	10.5
1983-10-31	0	NULO	24.5	12.5
1983-11-01	15.5	NULO	19	10.5
1983-11-02	10	NULO	21	9
1983-11-03	0	NULO	18.5	10
1983-11-04	0	NULO	22	8
1983-11-05	0	NULO	24.5	10.5
1983-11-06	0	NULO	20.5	12
1983-11-07	0	NULO	19.5	9
1983-11-08	0	NULO	23	8.5
1983-11-09	0	NULO	21	11.5
1983-11-10	10.5	NULO	19	9.5
1983-11-11	0	NULO	20.5	7
1983-11-12	0	NULO	23	9
1983-11-13	0	NULO	25.5	11
1983-11-14	0	NULO	21	13.5
1983-11-15	0	NULO	25	9
1983-11-16	0	NULO	20	11
1983-11-17	0	NULO	23.5	8
1983-11-18	0	NULO	24.5	13
1983-11-19	0	NULO	21	17
1983-11-20	0	NULO	19	9
1983-11-21	0	NULO	25	12
1983-11-22	0	NULO	23	10
1983-11-23	0	NULO	20	10
1983-11-24	0	NULO	17	9
1983-11-25	0	NULO	23	9
1983-11-26	0	NULO	25	11
1983-11-27	0	NULO	24	10.5
1983-11-28	0	NULO	21	9
1983-11-29	0	NULO	18	11
1983-11-30	0	NULO	21	10
1983-12-01	0	NULO	23	10
1983-12-02	0	NULO	24	12
1983-12-03	0	NULO	22	13
1983-12-04	0	NULO	24	12
1983-12-05	0	NULO	23	10
1983-12-06	0	NULO	21	15
1983-12-07	0	NULO	25	10.5
1983-12-08	0	NULO	26.5	9
1983-12-09	0	NULO	24	11.5
1983-12-10	0	NULO	25	12
1983-12-11	0	NULO	26	10.5
1983-12-12	0	NULO	26	13
1983-12-13	0	NULO	20.5	12
1983-12-14	0	NULO	24	11.5
1983-12-15	0	NULO	20	13
1983-12-16	0	NULO	24	12
1983-12-17	0	NULO	23	11
1983-12-18	0	NULO	20.5	10.5
1983-12-19	0	NULO	26	9.5
1983-12-20	0	NULO	24	9.5
1983-12-21	0	NULO	21	12.5
1983-12-22	0	NULO	23	13
1983-12-23	0	NULO	25	10
1983-12-24	10.5	NULO	16	9
1983-12-25	0	NULO	10	-1
1983-12-26	0.01	NULO	15	-1.5
1983-12-27	0	NULO	23.5	-6
1983-12-28	0	NULO	32	12
1983-12-29	0	NULO	10.5	7
1983-12-30	10	NULO	12	-2
1983-12-31	0	NULO	17.5	2
1984-01-01	0	NULO	23	7
1984-01-02	0	NULO	25	9
1984-01-03	0	NULO	23	6
1984-01-04	0	NULO	21	8.5
1984-01-05	0.01	NULO	15	7
1984-01-06	0	NULO	25	5
1984-01-07	0	NULO	21	7
1984-01-08	5	NULO	23	9
1984-01-09	0	NULO	22.5	6
1984-01-10	17	NULO	24	6
1984-01-11	0	NULO	26	3
1984-01-12	5	NULO	23	4
1984-01-13	0	NULO	24.5	5
1984-01-14	0	NULO	22	6
1984-01-15	0	NULO	26	8
1984-01-16	0	NULO	23	5
1984-01-17	0.01	NULO	25	7
1984-01-18	0	NULO	24	10
1984-01-19	0	NULO	23.5	5
1984-01-20	0	NULO	24	3
1984-01-21	0	NULO	26.5	8
1984-01-22	0	NULO	25	5
1984-01-23	0	NULO	22	7
1984-01-24	0	NULO	21	8
1984-01-25	0	NULO	24	7.5
1984-01-26	0	NULO	22	6
1984-01-27	0	NULO	23	8.5
1984-01-28	0	NULO	25	5
1984-01-29	0	NULO	24	7
1984-01-30	0	NULO	17	3
1984-01-31	0	NULO	12	5.5
1984-02-01	0.01	NULO	24	7
1984-02-02	0	NULO	22	5
1984-02-03	0	NULO	26	7
1984-02-04	15	NULO	21	8
1984-02-05	25	NULO	25	6
1984-02-06	0	NULO	23	6
1984-02-07	0.01	NULO	21	6
1984-02-08	0	NULO	25	5
1984-02-09	0	NULO	24	6.5
1984-02-10	0	NULO	23	5.5
1984-02-11	0	NULO	25	7
1984-02-12	0	NULO	22	9
1984-02-13	0	NULO	21	13
1984-02-14	0	NULO	23	8
1984-02-15	0	NULO	25	9
1984-02-16	0	NULO	24	11
1984-02-17	0	NULO	23	9
1984-02-18	20.5	NULO	24	8
1984-02-19	0	NULO	22	12
1984-02-20	0.01	NULO	15	11
1984-02-21	0	NULO	17	5
1984-02-22	0	NULO	18	6
1984-02-23	0	NULO	23	7
1984-02-24	0	NULO	23	10
1984-02-25	0	NULO	25	9
1984-02-26	0.01	NULO	28	11
1984-02-27	0	NULO	16	12
1984-02-28	0	NULO	18	6
1984-02-29	0	NULO	14	7
1984-03-01	0	NULO	23	7
1984-03-02	0	NULO	21	5.5
1984-03-03	0.01	NULO	25	8
1984-03-04	0	NULO	22.5	6.5
1984-03-05	15	NULO	24	4
1984-03-06	0	NULO	21	8
1984-03-07	0	NULO	26.5	8
1984-03-08	0	NULO	25	7.5
1984-03-09	0	NULO	24.5	5
1984-03-10	0	NULO	22	7
1984-03-11	0	NULO	24	5
1984-03-12	0	NULO	22	8
1984-03-13	0	NULO	25	4
1984-03-14	0	NULO	23	5
1984-03-15	0	NULO	26	8
1984-03-16	0	NULO	25	5.5
1984-03-17	0	NULO	21	6
1984-03-18	0	NULO	23	5
1984-03-19	0	NULO	25	5
1984-03-20	0	NULO	26	5.5
1984-03-21	0	NULO	25	7
1984-03-22	0	NULO	24	6
1984-03-23	0	NULO	26	5
1984-03-24	0	NULO	25	8
1984-03-25	0	NULO	24	6
1984-03-26	0	NULO	26	7
1984-03-27	0	NULO	25	5
1984-03-28	0	NULO	23	6.5
1984-03-29	0	NULO	27	5
1984-03-30	0	NULO	26	6
1984-03-31	0	NULO	28	7
1984-04-01	0	NULO	25	8
1984-04-02	0	NULO	27	6
1984-04-03	0	NULO	26	7
1984-04-04	0	NULO	27	6
1984-04-05	0	NULO	25	8
1984-04-06	0	NULO	26.5	7
1984-04-07	0	NULO	24	9
1984-04-08	0	NULO	26	8.5
1984-04-09	0	NULO	25	5
1984-04-10	0	NULO	27	7.5
1984-04-11	0	NULO	25	6
1984-04-12	0	NULO	28	9
1984-04-13	0	NULO	26	7.5
1984-04-14	16.7	NULO	23	9
1984-04-15	1	NULO	24.5	6
1984-04-16	0.01	NULO	17.5	9
1984-04-17	0	NULO	21.5	6
1984-04-18	0	NULO	23.5	10.5
1984-04-19	0	NULO	28.5	17.5
1984-04-20	0	NULO	32.5	17
1984-04-21	0	NULO	31	18.5
1984-04-22	0	NULO	22.5	12.5
1984-04-23	1	NULO	21.5	13
1984-04-24	0	NULO	25	10.5
1984-04-25	0	NULO	30	13.5
1984-04-26	0	NULO	32.5	19
1984-04-27	0	NULO	33	20.5
1984-04-28	0	NULO	30	17.5
1984-04-29	0	NULO	32	19.5
1984-04-30	0	NULO	28	15
1984-05-01	0.01	NULO	28	10
1984-05-02	0	NULO	32.5	9.5
1984-05-03	0	NULO	31.5	11
1984-05-04	0	NULO	33	12.5
1984-05-05	2.1	NULO	31.5	13
1984-05-06	0	NULO	31.5	20.5
1984-05-07	0	NULO	32.5	18.5
1984-05-08	13.5	NULO	18.5	11.5
1984-05-09	0	NULO	15	10.5
1984-05-10	0	NULO	22	6
1984-05-11	0	NULO	21.5	9
1984-05-12	1.2	NULO	23	8.5
1984-05-13	19.1	NULO	20.5	9
1984-05-14	0.4	NULO	18.5	9.5
1984-05-15	0	NULO	23.5	9.5
1984-05-16	0.3	NULO	22.5	10.5
1984-05-17	9.7	NULO	23	9
1984-05-18	2.7	NULO	20.5	12
1984-05-19	1.7	NULO	24.5	13.5
1984-05-20	6.4	NULO	25	14
1984-05-21	2.5	NULO	25	12.5
1984-05-22	0	NULO	29	14
1984-05-23	2.7	NULO	28.5	12
1984-05-24	2.2	NULO	22.5	13.5
1984-05-25	0	NULO	23	10.5
1984-05-26	2.8	NULO	23.5	11
1984-05-27	5.6	NULO	21.5	12.5
1984-05-28	38	NULO	20	12
1984-05-29	22.5	NULO	14.5	12
1984-05-30	25.9	NULO	14.5	9
1984-05-31	0	NULO	15.5	6.5
1984-06-01	0	NULO	22.5	15.5
1984-06-02	0	NULO	21	15.5
1984-06-03	0	NULO	20	13.5
1984-06-04	0.01	NULO	22	15.5
1984-06-05	1	NULO	22.5	16.5
1984-06-06	0	NULO	24	17.5
1984-06-07	0	NULO	24	17.5
1984-06-08	3.2	NULO	23.5	18.5
1984-06-09	0.01	NULO	20.5	15
1984-06-10	60	NULO	22.5	12
1984-06-11	22.5	NULO	24.5	12.5
1984-06-12	13.7	NULO	20.5	13
1984-06-13	22.1	NULO	17.5	13.5
1984-06-14	24	NULO	18.5	12.5
1984-06-15	0.9	NULO	21.5	13.5
1984-06-16	3.4	NULO	19.5	11.5
1984-06-17	2.2	NULO	20.5	11.5
