COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 01/05/2026 

DATOS DISPONIBLES EN LA BASE DE DATOS A: MAY DE 2026; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 30365 
 NOMBRE    : ZACUALPAN 
 ESTADO    : VERACRUZ DE IGNACIO DE LA LLAVE 
 MUNICIPIO : ZACUALPAN 
 SITUACIÓN : SUSPENDIDA 
 CVE-OMM   :   
 LATITUD   : 20.43055556 ° 
 LONGITUD  : -98.35277778 ° 
 ALTITUD   : 1625 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1982-06-17	0	NULO	NULO	NULO
1986-06-01	0	NULO	22.5	8
1986-06-02	0	NULO	24	9
1986-06-03	0	NULO	24.5	10.5
1986-06-04	0	NULO	23	9.5
1986-06-05	0.01	NULO	23.5	8.5
1986-06-06	0	NULO	22.5	10
1986-06-07	6.9	NULO	24.5	9
1986-06-08	14.6	NULO	26	11.5
1986-06-09	16.7	NULO	25	12.5
1986-06-10	9.7	NULO	23	13
1986-06-11	2.5	NULO	22	10
1986-06-12	9.8	NULO	21.5	9.5
1986-06-13	0.01	NULO	22.5	8.5
1986-06-14	5.2	NULO	20.5	9
1986-06-15	6.7	NULO	23.5	7.5
1986-06-16	4.9	NULO	23	8.5
1986-06-17	3.2	NULO	22.5	8.5
1986-06-18	5.8	NULO	23	9.5
1986-06-19	10.1	NULO	23.5	7
1986-06-20	5.7	NULO	21.5	9
1986-06-21	3.4	NULO	24	8
1986-06-22	0.01	NULO	22.5	10.5
1986-06-23	0	NULO	22	9.5
1986-06-24	0	NULO	22	10
1986-06-25	0	NULO	23	9
1986-06-26	0.01	NULO	21	9.5
1986-06-27	1.2	NULO	23.5	8
1986-06-28	5.6	NULO	24	9
1986-06-29	0	NULO	23.5	9.5
1986-06-30	2.3	NULO	24	8.5
1986-07-01	0	NULO	22.5	10
1986-07-02	0	NULO	24.5	9
1986-07-03	1.2	NULO	23.5	12
1986-07-04	0	NULO	22	11.5
1986-07-05	0	NULO	22.5	10.5
1986-07-06	4.8	NULO	20	11
1986-07-07	7.9	NULO	22	8
1986-07-08	10.2	NULO	21.5	9
1986-07-09	11.5	NULO	23	8.5
1986-07-10	15.1	NULO	24	9.5
1986-07-11	6.3	NULO	23.5	10.5
1986-07-12	5.9	NULO	26	11
1986-07-13	8.4	NULO	24	12.5
1986-07-14	7.2	NULO	23.5	9.5
1986-07-15	9.3	NULO	25	9
1986-07-16	7.9	NULO	26.5	10
1986-07-17	3.2	NULO	25.5	10.5
1986-07-18	13.3	NULO	21	9.5
1986-07-19	14.8	NULO	20	10.5
1986-07-20	0	NULO	21	8.5
1986-07-21	1.6	NULO	21.5	11
1986-07-22	9.7	NULO	22.5	10.5
1986-07-23	26.2	NULO	20.5	11.5
1986-07-24	1.7	NULO	20.5	12
1986-07-25	6.4	NULO	21.5	11
1986-07-26	0	NULO	21	10
1986-07-27	0	NULO	23.5	10.5
1986-07-28	0	NULO	23	12
1986-07-29	0	NULO	22.5	13
1986-07-30	0	NULO	23	12.5
1986-07-31	0	NULO	22	12
1986-08-01	0	NULO	23	11
1986-08-02	0	NULO	22.5	10.5
1986-08-03	0	NULO	22	11
1986-08-04	0	NULO	21.5	10
1986-08-05	2.5	NULO	22.5	11.5
1986-08-06	5.6	NULO	22	13
1986-08-07	1.2	NULO	26.5	12
1986-08-08	4.8	NULO	20.5	11
1986-08-09	30.8	NULO	21.5	10.5
1986-08-10	58.3	NULO	21	11
1986-08-11	5.7	NULO	22	11.5
1986-08-12	8.6	NULO	22.5	12
1986-08-13	7.9	NULO	21	10.5
1986-08-14	15.4	NULO	21.5	11
1986-08-15	8.2	NULO	22	11.5
1986-08-16	2.5	NULO	23.5	12
1986-08-17	5.8	NULO	24.5	11
1986-08-18	0	NULO	21.5	11.5
1986-08-19	0	NULO	22.5	11
1986-08-20	0	NULO	23	10
1986-08-21	0	NULO	22.5	10.5
1986-08-22	3.8	NULO	23.5	11
1986-08-23	11.4	NULO	21	11
1986-08-24	9.7	NULO	20.5	10.5
1986-08-25	2.9	NULO	22.5	11.5
1986-08-26	14.2	NULO	23	10
1986-08-27	0	NULO	22	10.5
1986-08-28	9.8	NULO	22	11
1986-08-29	11.7	NULO	21.5	10.5
1986-08-30	0	NULO	21.5	11.5
1986-08-31	0	NULO	22	11.5
1986-09-01	0	NULO	21.5	12
1986-09-02	11.3	NULO	22	12.5
1986-09-03	5.9	NULO	21.5	13
1986-09-04	4.8	NULO	19.5	12
1986-09-05	3.6	NULO	22.5	13.5
1986-09-06	10.7	NULO	21.5	12.5
1986-09-07	0	NULO	22	12
1986-09-08	17	NULO	22	13
1986-09-09	5.4	NULO	22	12
1986-09-10	0	NULO	22.5	12.5
1986-09-11	0	NULO	23	13
1986-09-12	17.5	NULO	22	12.5
1986-09-13	0	NULO	22.5	11
1986-09-14	13.3	NULO	22	10
1986-09-15	15.8	NULO	21.5	11
1986-09-16	22	NULO	21.5	11.5
1986-09-17	18.6	NULO	19	12
1986-09-18	14.9	NULO	19.5	11.5
1986-09-19	11.4	NULO	20.5	12
1986-09-20	2.7	NULO	21.5	12
1986-09-21	7.3	NULO	21	13.5
1986-09-22	0	NULO	22	14
1986-09-23	0	NULO	21.5	12
1986-09-24	0	NULO	22.5	10
1986-09-25	13.8	NULO	23	11.5
1986-09-26	15.5	NULO	22.5	11
1986-09-27	2.7	NULO	23.5	12
1986-09-28	32.2	NULO	23	12.5
1986-09-29	5.6	NULO	22	14
1986-09-30	3.8	NULO	22.5	13.5
1986-10-01	0	NULO	23	12.5
1986-10-02	5.6	NULO	23.5	13
1986-10-03	26.3	NULO	22.5	13
1986-10-04	7.9	NULO	20	12
1986-10-05	22.8	NULO	20.5	13.5
1986-10-06	31.2	NULO	20	14
1986-10-07	9.5	NULO	17.5	14
1986-10-08	0	NULO	20	14.5
1986-10-09	17.8	NULO	19.5	11
1986-10-10	0	NULO	21	11.5
1986-10-11	0	NULO	21.5	12
1986-10-12	2.1	NULO	23.5	17.5
1986-10-13	4.8	NULO	18.5	13
1986-10-14	8.3	NULO	19	13.5
1986-10-15	48.2	NULO	16	13
1986-10-16	29.6	NULO	15.5	9.5
1986-10-17	0	NULO	17.5	10.5
1986-10-18	5.3	NULO	16	10
1986-10-19	4.4	NULO	17.5	8.5
1986-10-20	5.1	NULO	18	8
1986-10-21	0	NULO	18.5	11
1986-10-22	4	NULO	21	10.5
1986-10-23	0	NULO	22.5	12
1986-10-24	9.4	NULO	21	12
1986-10-25	7.8	NULO	20.5	11.5
1986-10-26	11.3	NULO	18.5	9
1986-10-27	13.9	NULO	19.5	8
1986-10-28	3.4	NULO	15	9.5
1986-10-29	0	NULO	18	7
1986-10-30	0	NULO	19.5	5
1986-10-31	0	NULO	20	6
1986-11-01	2.8	NULO	18	8
1986-11-02	1.2	NULO	17.5	7
1986-11-03	0	NULO	23.5	11
1986-11-04	0	NULO	23.5	11.5
1986-11-05	2.8	NULO	20.5	11
1986-11-06	0	NULO	26.5	8.5
1986-11-07	0	NULO	22	9
1986-11-08	2.3	NULO	24	10.5
1986-11-09	0	NULO	23	10
1986-11-10	0	NULO	22.5	9.5
1986-11-11	6.7	NULO	18.5	8
1986-11-12	38.9	NULO	17.5	7
1986-11-13	45.8	NULO	18	7
1986-11-14	16.3	NULO	19	7.5
1986-11-15	1.7	NULO	20	8.5
1986-11-16	0	NULO	24	9
1986-11-17	0	NULO	25.5	9.5
1986-11-18	0	NULO	24.5	9
1986-11-19	0	NULO	24	8
1986-11-20	0	NULO	23	7
1986-11-21	0	NULO	20	6
1986-11-22	0	NULO	24.5	7
1986-11-23	0	NULO	24	11
1986-11-24	1.3	NULO	20	10
1986-11-25	0	NULO	19	9
1986-11-26	4.9	NULO	17	10
1986-11-27	7.6	NULO	15.5	8
1986-11-28	0	NULO	13	6
1986-11-29	0	NULO	16	-2
1986-11-30	0	NULO	20	3.5
1986-12-01	2.8	NULO	21.5	4
1986-12-02	3.4	NULO	22.5	3.5
1986-12-03	1.5	NULO	11	5
1986-12-04	4.7	NULO	13	8.5
1986-12-05	10.3	NULO	17	2
1986-12-06	0	NULO	19.5	4
1986-12-07	0	NULO	20	5
1986-12-08	0	NULO	24	9
1986-12-09	0	NULO	23	9.5
1986-12-10	0	NULO	20	8.5
1986-12-11	3.1	NULO	11.5	3.5
1986-12-12	2.4	NULO	20	1.5
1986-12-13	0	NULO	20.5	4
1986-12-14	0	NULO	19	3.5
1986-12-15	0	NULO	16	4
1986-12-16	0	NULO	19.5	7.5
1986-12-17	0	NULO	19	6.5
1986-12-18	0	NULO	20.5	6
1986-12-19	0	NULO	22.5	7
1986-12-20	0	NULO	21	8
1986-12-21	0	NULO	22	7
1986-12-22	0	NULO	18	8.5
1986-12-23	0	NULO	13.5	7
1986-12-24	0	NULO	16	6
1986-12-25	0	NULO	17	6.5
1986-12-26	0	NULO	18.5	3
1986-12-27	0	NULO	19	4
1986-12-28	0	NULO	21	5
1986-12-29	2.6	NULO	17.5	8
1986-12-30	3.3	NULO	16	6
1986-12-31	0	NULO	14	2
1987-02-01	0	NULO	22.5	4.5
1987-02-02	0	NULO	22	6
1987-02-03	0	NULO	21.5	5
1987-02-04	0	NULO	22.5	4
1987-02-05	6.8	NULO	17	3.5
1987-02-06	5.3	NULO	18.5	-1.5
1987-02-07	0	NULO	11	2
1987-02-08	0	NULO	12.5	-1
1987-02-09	0	NULO	13.5	0
1987-02-10	0	NULO	14	-2
1987-02-11	0	NULO	16	-1.5
1987-02-12	0	NULO	18	1.5
1987-02-13	0	NULO	23	0.5
1987-02-14	0	NULO	25	4.5
1987-02-15	0	NULO	24.5	7
1987-02-16	0	NULO	22	5
1987-02-17	3.8	NULO	20.5	4
1987-02-18	11.6	NULO	22	1.5
1987-02-19	0	NULO	23	5
1987-02-20	0.5	NULO	21.5	6
1987-02-21	0	NULO	14	5.5
1987-02-22	1.2	NULO	11	6
1987-02-23	0	NULO	20	4
1987-02-24	0	NULO	21.5	6.5
1987-02-25	0.6	NULO	23	7
1987-02-26	1.3	NULO	25	9
1987-02-27	0	NULO	24.5	8
1987-02-28	0.5	NULO	17.5	9
1987-03-01	0	NULO	10.5	7
1987-03-02	1.4	NULO	11.5	6
1987-03-03	5.8	NULO	14	8.5
1987-03-04	13.6	NULO	9	5.5
1987-03-05	7.6	NULO	8	2
1987-03-06	0	NULO	17.5	0
1987-03-07	0	NULO	18	3.5
1987-03-08	0	NULO	18.5	4
1987-03-09	0	NULO	21	5.5
1987-03-10	0.6	NULO	18.5	8.5
1987-03-11	12.6	NULO	17.5	10
1987-03-12	4.9	NULO	11	6
1987-03-13	10.3	NULO	12.5	5.5
1987-03-14	0	NULO	21	7
1987-03-15	0	NULO	20	8
1987-03-16	0	NULO	21.5	12
1987-03-17	0	NULO	25	13
1987-03-18	0	NULO	23	11
1987-03-19	0	NULO	23	8
1987-03-20	0	NULO	25.5	12.5
1987-03-21	0	NULO	26	13.5
1987-03-22	0	NULO	26.5	13
1987-03-23	0	NULO	24	14
1987-03-24	0	NULO	20.5	12.5
1987-03-25	0	NULO	27.5	13
1987-03-26	0	NULO	28	11.5
1987-03-27	0	NULO	22	13
1987-03-28	0	NULO	22.5	6
1987-03-29	0	NULO	21.5	13.5
1987-03-30	0.9	NULO	20.5	1.5
1987-03-31	0	NULO	13	2.5
1987-04-01	0	NULO	26	2
1987-04-02	4.6	NULO	22.5	7.5
1987-04-03	0	NULO	10.5	4
1987-04-04	0	NULO	16	5
1987-04-05	0	NULO	20.5	5
1987-04-06	5	NULO	19	7.5
1987-04-07	3.9	NULO	11	7
1987-04-08	1.2	NULO	12	4
1987-04-09	0	NULO	14	6.5
1987-04-10	0	NULO	18	8
1987-04-11	0	NULO	22	8.5
1987-04-12	0	NULO	24	15
1987-04-13	1.1	NULO	24	16
1987-04-14	0	NULO	13	11
1987-04-15	0	NULO	24	11
1987-04-16	0	NULO	25	11.5
1987-04-17	0	NULO	24.5	10.5
1987-04-18	0	NULO	25	11.5
1987-04-19	0	NULO	26	11
1987-04-20	0	NULO	21	13.5
1987-04-21	3.1	NULO	18.5	14
1987-04-22	0	NULO	17	11
1987-04-23	2.3	NULO	18	11.5
1987-04-24	4.4	NULO	14	10
1987-04-25	1.6	NULO	14.5	9.5
1987-04-26	3.2	NULO	17.5	10
1987-04-27	0.7	NULO	17.5	6.5
1987-04-28	0	NULO	16.5	8.5
1987-04-29	0	NULO	20	8.5
1987-04-30	0	NULO	23	9
1987-05-01	0	NULO	26	11
1987-05-02	0	NULO	30	13.5
1987-05-03	0	NULO	29.5	15.5
1987-05-04	0	NULO	26	14
1987-05-05	2.2	NULO	23	14
1987-05-06	3.1	NULO	18.5	13
1987-05-07	13.2	NULO	18	13.5
1987-05-08	0	NULO	18	9.5
1987-05-09	0	NULO	24	11.5
1987-05-10	6	NULO	23	12.5
1987-05-11	7.5	NULO	25.5	10.5
1987-05-12	0	NULO	24.5	12
1987-05-13	1.2	NULO	24	13.5
1987-05-14	0	NULO	26	14
1987-05-15	0	NULO	25.5	13.5
1987-05-16	0	NULO	24	12
1987-05-17	1.3	NULO	22.5	10
1987-05-18	1	NULO	23.5	12
1987-05-19	9.3	NULO	24	14
1987-05-20	0	NULO	24.5	14
1987-05-21	0	NULO	24	12.5
1987-05-22	0	NULO	24	13
1987-05-23	0	NULO	24.5	12
1987-05-24	0	NULO	23.5	10
1987-05-25	0	NULO	24	11
1987-05-26	0	NULO	23	11.5
1987-05-27	0	NULO	25.5	10
1987-05-28	0	NULO	26	14
1987-05-29	9.4	NULO	26.5	15
1987-05-30	0	NULO	27.5	14.5
1987-05-31	3.7	NULO	22.5	15
1987-06-01	0	NULO	23	11
1987-06-02	0	NULO	24.5	12.5
1987-06-03	28	NULO	25.5	14
1987-06-04	19.7	NULO	22.5	11
1987-06-05	2.4	NULO	17.5	12.5
1987-06-06	17.8	NULO	17	13
1987-06-07	6.2	NULO	16	12
1987-06-08	7.5	NULO	20	13
1987-06-09	4.4	NULO	22.5	12
1987-06-10	19	NULO	21.5	16
1987-06-11	51	NULO	23.5	14.5
1987-06-12	60.8	NULO	22	15
1987-06-13	3.4	NULO	22.5	14
1987-06-14	0	NULO	23	15.5
1987-06-15	7	NULO	24	14.5
1987-06-16	0	NULO	22.5	15
1987-06-17	0	NULO	24.5	14
1987-06-18	0	NULO	25	14.5
1987-06-19	0	NULO	23	14
1987-06-20	0	NULO	23.5	16.5
1987-06-21	0	NULO	24	13
1987-06-22	0	NULO	23	11.5
1987-06-23	0	NULO	24.5	14
1987-06-24	2.4	NULO	24	16.5
1987-06-25	12.7	NULO	23.5	13
1987-06-26	0	NULO	24.5	13.5
1987-06-27	0	NULO	24	13
1987-06-28	0	NULO	24.5	11.5
1987-06-29	0	NULO	24	11
1987-06-30	18.3	NULO	23	12.5
1987-08-01	1.1	NULO	22	13.5
1987-08-02	15.4	NULO	21.5	13
1987-08-03	0.6	NULO	22.5	12
1987-08-04	24.8	NULO	22.5	14
1987-08-05	12.5	NULO	23	13
1987-08-06	0.4	NULO	19.5	13.5
1987-08-07	15.8	NULO	21	14
1987-08-08	0	NULO	22	12
1987-08-09	0	NULO	22.5	12
1987-08-10	0	NULO	23	11
1987-08-11	0	NULO	22.5	13
1987-08-12	0	NULO	24.5	12
1987-08-13	0	NULO	25	14
1987-08-14	0	NULO	24	13
1987-08-15	0	NULO	23	13
1987-08-16	0	NULO	22.5	12.5
1987-08-17	1.3	NULO	22.5	11
1987-08-18	0.8	NULO	21.5	12
1987-08-19	1.2	NULO	22	11.5
1987-08-20	27	NULO	22	10
1987-08-21	24.9	NULO	19.5	12.5
1987-08-22	12.3	NULO	22.5	12
1987-08-23	23.7	NULO	21	11
1987-08-24	14	NULO	20.5	10
1987-08-25	0	NULO	21.5	11.5
1987-08-26	5.2	NULO	21	12
1987-08-27	24.6	NULO	22	11
1987-08-28	4.9	NULO	21	10.5
1987-08-29	24.8	NULO	20	12.5
1987-08-30	16.4	NULO	20.5	13.5
1987-08-31	3.1	NULO	22	11
1987-09-01	3.4	NULO	22.5	12
1987-09-02	7.3	NULO	21	12
1987-09-03	5.8	NULO	20.5	11
1987-09-04	0	NULO	21.5	10
1987-09-05	0	NULO	22	9
1987-09-06	0	NULO	22.5	10.5
1987-09-07	0	NULO	23.5	11
1987-09-08	0	NULO	23.5	11.5
1987-09-09	0	NULO	21	10
1987-09-10	0	NULO	22	10.5
1987-09-11	0	NULO	21	9.5
1987-09-12	0	NULO	23	12
1987-09-13	0	NULO	24	12
1987-09-14	0	NULO	23.5	12.5
1987-09-15	0	NULO	22	12.5
1987-09-16	0	NULO	23.5	12
1987-09-17	0	NULO	24.5	11
1987-09-18	0	NULO	22.5	12.5
1987-09-19	0	NULO	21.5	11.5
1987-09-20	19.4	NULO	22	12.5
1987-09-21	11.7	NULO	21.5	12
1987-09-22	19.8	NULO	22.5	13
1987-09-23	43.3	NULO	21	11.5
1987-09-24	1.2	NULO	22	12
1987-09-25	1.5	NULO	21.5	10.5
1987-09-26	2.2	NULO	21	11
1987-09-27	16.9	NULO	22.5	11
1987-09-28	0	NULO	22	12
1987-09-29	39.1	NULO	21	10.5
1987-09-30	0	NULO	20.5	11
1987-10-01	0	NULO	21	8
1987-10-02	0	NULO	20	7
1987-10-03	1.1	NULO	21	6.5
1987-10-04	2	NULO	20.5	7.5
1987-10-05	0	NULO	20	8
1987-10-06	1.4	NULO	21.5	7
1987-10-07	5.8	NULO	21	5.5
1987-10-08	0	NULO	20	6
1987-10-09	0	NULO	19	7.5
1987-10-10	0	NULO	21.5	7
1987-10-11	12.9	NULO	19	9
1987-10-12	1.3	NULO	16	8.5
1987-10-13	0	NULO	19.5	4.5
1987-10-14	0	NULO	19	3
1987-10-15	0	NULO	18	3.5
1987-10-16	0	NULO	19.5	5.5
1987-10-17	0	NULO	21.5	4
1987-10-18	0	NULO	19.5	7.5
1987-10-19	2.4	NULO	21	8.5
1987-10-20	1.8	NULO	22.5	7
1987-10-21	14.5	NULO	19.5	6.5
1987-10-22	4.3	NULO	22	6
1987-10-23	0	NULO	21	8
1987-10-24	0	NULO	20	9.5
1987-10-25	0	NULO	19	7.5
1987-10-26	0	NULO	23.5	8
1987-10-27	16.6	NULO	16.5	9.5
1987-10-28	0	NULO	12	7
1987-10-29	0	NULO	19.5	5.5
1987-10-30	0	NULO	20	6.5
1987-10-31	0	NULO	19	6
1987-11-01	0	NULO	20.5	5.5
1987-11-02	0	NULO	21	6
1987-11-03	0	NULO	19.5	5
1987-11-04	0	NULO	21	4.5
1987-11-05	0	NULO	20.5	6
1987-11-06	0	NULO	21	5
1987-11-07	0	NULO	21.5	6.5
1987-11-08	1.9	NULO	21	7.5
1987-11-09	19.6	NULO	15	6
1987-11-10	15.3	NULO	10	6.5
1987-11-11	4.8	NULO	11.5	3
1987-11-12	0	NULO	14	4.5
1987-11-13	0	NULO	15.5	5
1987-11-14	0	NULO	24	7.5
1987-11-15	0	NULO	24	10.5
1987-11-16	0	NULO	22.5	11.5
1987-11-17	0.6	NULO	18.5	10
1987-11-18	9.2	NULO	17	11.5
1987-11-19	7.8	NULO	16	2
1987-11-20	6.4	NULO	18	2.5
1987-11-21	0	NULO	14	4
1987-11-22	0	NULO	23	8.5
1987-11-23	0	NULO	22.5	9.5
1987-11-24	0	NULO	22.5	9
1987-11-25	0	NULO	21.5	8.5
1987-11-26	0	NULO	20.5	9
1987-11-27	5.6	NULO	20	8
1987-11-28	0	NULO	21.5	7.5
1987-11-29	0	NULO	22	9
1987-11-30	5.5	NULO	22.5	8
1987-12-01	4.9	NULO	19	7.5
1987-12-02	0	NULO	20	5.5
1987-12-03	0	NULO	21	6
1987-12-04	0	NULO	20	6.5
1987-12-05	0	NULO	20.5	7
1987-12-06	0	NULO	19.5	6
1987-12-07	0	NULO	17	6.5
1987-12-08	0	NULO	20	8
1987-12-09	0	NULO	21.5	7.5
1987-12-10	0	NULO	22	6
1987-12-11	0	NULO	23	5.5
1987-12-12	0	NULO	22	7
1987-12-13	0	NULO	21.5	6
1987-12-14	3.1	NULO	19	6.5
1987-12-15	1.8	NULO	22	0.5
1987-12-16	0	NULO	14	2
1987-12-17	0	NULO	13.5	4.5
1987-12-18	0	NULO	21	6.5
1987-12-19	0	NULO	23.5	9
1987-12-20	0	NULO	22.5	10.5
1987-12-21	0	NULO	22.5	9.5
1987-12-22	2.4	NULO	22	9
1987-12-23	0	NULO	23	9
1987-12-24	0	NULO	23.5	12
1987-12-25	0	NULO	22	11.5
1987-12-26	0.6	NULO	22.5	11
1987-12-27	6.8	NULO	14	9
1987-12-28	11.2	NULO	13	4.5
1987-12-29	1.3	NULO	12.5	3.5
1987-12-30	2.1	NULO	14	3
1987-12-31	0	NULO	19	4.5
1988-01-01	1.2	NULO	15	7.5
1988-01-02	2.9	NULO	16.5	3
1988-01-03	0	NULO	19.5	5
1988-01-04	0	NULO	17.5	4
1988-01-05	0	NULO	20.5	8
1988-01-06	0	NULO	22.5	7
1988-01-07	0	NULO	21.5	5
1988-01-08	2.3	NULO	22	7
1988-01-09	3.6	NULO	21.5	7.5
1988-01-10	0	NULO	22	6.5
1988-01-11	0	NULO	23	6.5
1988-01-12	7.4	NULO	20	7
1988-01-13	5.8	NULO	22.5	3.5
1988-01-14	1.7	NULO	14	5
1988-01-15	0.9	NULO	15.5	7
1988-01-16	0	NULO	22	8.5
1988-01-17	0	NULO	25	11
1988-01-18	0	NULO	26	11.5
1988-01-19	0	NULO	25.5	12.5
1988-01-20	2.2	NULO	17	8.5
1988-01-21	0	NULO	16	2.5
1988-01-22	0.4	NULO	12	2
1988-01-23	0	NULO	12.5	3.5
1988-01-24	0.6	NULO	13.5	5
1988-01-25	2.4	NULO	14	-2.5
1988-01-26	3	NULO	10.5	-3
1988-01-27	5.7	NULO	12.5	-2
1988-01-28	2	NULO	13	-2.5
1988-01-29	0.3	NULO	15	-0.5
1988-01-30	0	NULO	20.5	3.5
1988-01-31	0	NULO	21.5	4.5
1988-02-01	0	NULO	23	5
1988-02-02	0	NULO	22.6	7.5
1988-02-03	0	NULO	23.5	6
1988-02-04	0	NULO	19.5	7
1988-02-05	14.6	NULO	17	5
1988-02-06	2.9	NULO	14.5	1
1988-02-07	0	NULO	13	4
1988-02-08	1.1	NULO	17	4
1988-02-09	1.7	NULO	16	6
1988-02-10	0	NULO	15	5.5
1988-02-11	0	NULO	15	7.5
1988-02-12	0	NULO	19	5
1988-02-13	19.3	NULO	23.5	6.5
1988-02-14	0	NULO	22.5	8.5
1988-02-15	0	NULO	24	4
1988-02-16	0	NULO	26	7.5
1988-02-17	0	NULO	25.5	8.5
1988-02-18	0	NULO	24.5	9
1988-02-19	1.7	NULO	16.5	6.5
1988-02-20	3.9	NULO	14	1
1988-02-21	0	NULO	21.5	2
1988-02-22	0	NULO	20	2.5
1988-02-23	2.2	NULO	21	1
1988-02-24	5.8	NULO	22	7
1988-02-25	4.1	NULO	15	9
1988-02-26	1.3	NULO	14	6
1988-02-27	0	NULO	21	7.5
1988-02-28	0	NULO	20	6.5
1988-02-29	7.8	NULO	21.5	6
1988-03-01	6.1	NULO	21.5	7
1988-03-02	0	NULO	24	10
1988-03-03	7.3	NULO	21	11
1988-03-04	6.9	NULO	22	3.5
1988-03-05	4.7	NULO	20.5	5.5
1988-03-06	8.4	NULO	21.5	4
1988-03-07	3.2	NULO	20	6
1988-03-08	0	NULO	19	7.5
1988-03-09	0.5	NULO	20	5
1988-03-10	0	NULO	26.5	6.5
1988-03-11	0	NULO	27	8.5
1988-03-12	0	NULO	26	9
1988-03-13	2.8	NULO	22	8
1988-03-14	7.1	NULO	23	6
1988-03-15	0	NULO	19.5	6.5
1988-03-16	0	NULO	19	6
1988-03-17	4.4	NULO	18.5	7
1988-03-18	6.7	NULO	17	-0.5
1988-03-19	0	NULO	20.5	-1.5
1988-03-20	0	NULO	20	1
1988-03-21	0	NULO	21.5	5
1988-03-22	0	NULO	22	6
1988-03-23	0	NULO	23	7.5
1988-03-24	0	NULO	21.5	11
1988-03-25	0	NULO	22.5	10
1988-03-26	0	NULO	22	7.5
1988-03-27	0	NULO	21	8
1988-03-28	0	NULO	23.5	7
1988-03-29	8.6	NULO	22	11
1988-03-30	29.9	NULO	21.5	10
1988-03-31	0	NULO	23.5	9
1988-04-01	0	NULO	22.5	9.5
1988-04-02	0	NULO	22	10.5
1988-04-03	0	NULO	23	11
1988-04-04	0	NULO	23	10
1988-04-05	0	NULO	24	11.5
1988-04-06	16.3	NULO	20	12
1988-04-07	9.8	NULO	21	9
1988-04-08	6.5	NULO	22.5	10
1988-04-09	0	NULO	23	12
1988-04-10	21.3	NULO	21	11
1988-04-11	18.8	NULO	19	8
1988-04-12	0	NULO	21.5	6
1988-04-13	0	NULO	24.5	7
1988-04-14	0	NULO	23	6.5
1988-04-15	5.9	NULO	24	9
1988-04-16	0	NULO	25	10.5
1988-04-17	0	NULO	25.5	13
1988-04-18	0	NULO	25	14.5
1988-04-19	0	NULO	26	13
1988-04-20	0	NULO	28	11
1988-04-21	0	NULO	29	12
1988-04-22	0	NULO	29.5	10
1988-04-23	0	NULO	27.5	13.5
1988-04-24	0	NULO	26	13
1988-04-25	0	NULO	27	11
1988-04-26	0	NULO	22.5	12
1988-04-27	0	NULO	23	13
1988-04-28	0	NULO	27.5	12.5
1988-04-29	0	NULO	29.5	13.5
1988-04-30	0	NULO	30	14
1988-05-01	0	NULO	23	13.5
1988-05-02	0	NULO	25.5	11
1988-05-03	0.8	NULO	23.5	12
1988-05-04	1.9	NULO	24	10
1988-05-05	1.6	NULO	18	11
1988-05-06	0	NULO	26	11.5
1988-05-07	0	NULO	27.5	12
1988-05-08	0	NULO	28	11
1988-05-09	0	NULO	26.5	11
1988-05-10	0	NULO	26	13
1988-05-11	6.9	NULO	21	15
1988-05-12	4.3	NULO	20	12
1988-05-13	2.4	NULO	19	11.5
1988-05-14	1.3	NULO	20.5	11.5
1988-05-15	0	NULO	25	12
1988-05-16	0	NULO	24	10
1988-05-17	0	NULO	27	9
1988-05-18	0	NULO	26	11
1988-05-19	0	NULO	29.5	10
1988-05-20	0	NULO	29	13.5
1988-05-21	0	NULO	26	14
1988-05-22	0	NULO	29	13
1988-05-23	0	NULO	28.5	14.5
1988-05-24	5.2	NULO	27.5	15
1988-05-25	5.9	NULO	24	14
1988-05-26	17.6	NULO	23.5	9.5
1988-05-27	6.1	NULO	24	11
1988-05-28	0	NULO	23	10.5
1988-05-29	0	NULO	25	12.5
1988-05-30	0	NULO	26.5	12
1988-05-31	0	NULO	23.5	13
1988-06-01	0	NULO	24	13.5
1988-06-02	0	NULO	24	11.5
1988-06-03	0	NULO	25	13
1988-06-04	3.2	NULO	16	12.5
1988-06-05	0	NULO	23.5	13
1988-06-06	0	NULO	24	12.5
1988-06-07	0	NULO	25	14
1988-06-08	0	NULO	28	14
1988-06-09	0	NULO	27	12.5
1988-06-10	0	NULO	27.5	11.5
1988-06-11	0	NULO	28	13
1988-06-12	0	NULO	27	12.5
1988-06-13	0	NULO	24	11
1988-06-14	30.6	NULO	23	13.5
1988-06-15	28.8	NULO	20.5	13
1988-06-16	40	NULO	22	11
1988-06-17	39.2	NULO	21	12
1988-06-18	28.1	NULO	20	12.5
1988-06-19	33.7	NULO	21	13
1988-06-20	23.4	NULO	22	12
1988-06-21	31.5	NULO	20.5	13
1988-06-22	10.3	NULO	21.5	14.5
1988-06-23	8.7	NULO	25	13.5
