MWShapeID,D_R,CLAVE_WRB,N_G1,N_CP_G1,GH_SUELO,CVE_D,CVE_G,CLASS_CN,CVE_V,TIP_VEG,COND_HIDRO,VALOR_CN,ID_Calculo,areaPoligo,CalcArea,Porcentaje,ValorN,N_condN,N_CorrA,N_CorrB,N_corrS0,N_corrS
335,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,VICN,IEFF,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,PI,PASTIZAL INDUCIDO,MALA,89.0,1.0,1494.553893000000,1.835733123500,0.122828165100,0.109317066900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
336,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,0.001873676500,0.000125366900,0.000087756800,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
337,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,0.878707690900,0.058793978200,0.041155784700,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
338,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,0.085952171300,0.005751025200,0.005233432900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
339,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,0.091740661100,0.006138330700,0.005585880900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
340,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,3.897401296100,0.260773553500,0.237303933600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
341,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,0.704450709400,0.047134513600,0.042892407400,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
342,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,BSSC,IEFF,BOSQUE Y SELVA,VSa/BPQ,BOSQUE DE PINO-ENCINO,MALA,83.0,1.0,1494.553893000000,0.003526814400,0.000235977700,0.000195861500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
343,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,70.0,1.0,1494.553893000000,11.370358488000,0.760786114200,0.532550279900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
344,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,BPCC,IEFF,BOSQUE Y SELVA,BP,BOSQUE DE PINO,BUENA,70.0,1.0,1494.553893000000,0.678511210600,0.045398912200,0.031779238500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
345,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,BPCA,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,REGULAR,79.0,1.0,1494.553893000000,8.085458525300,0.540994778600,0.427385875100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
346,0.0,LVcrlep+PHha/3,LUVISOL,EpilÃ©ptico,D,AH,AH,ESTACIONAMIENTOS CALLES Y CARRETERAS,AH,NO APLICABLE,MALA,98.0,1.0,1494.553893000000,0.415916244600,0.027828788600,0.027272212900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
347,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,MPCC,IEFF,BOSQUE Y SELVA,BM,BOSQUE MESÃFILO DE MONTAÃA,BUENA,70.0,1.0,1494.553893000000,2.228782874000,0.149126965800,0.104388876100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
348,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,0.554741214100,0.037117511500,0.032663410100,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
349,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,1.597648578600,0.106898023900,0.094070261000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
350,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,0.140744909400,0.009417185200,0.008287123000,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
351,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,88.0,1.0,1494.553893000000,0.871909414300,0.058339108300,0.051338415300,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
352,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,BSSC,IEFF,BOSQUE Y SELVA,VSa/BP,BOSQUE DE PINO,MALA,77.0,1.0,1494.553893000000,0.035103607600,0.002348768200,0.001808551500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
353,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,BSCC,IEFF,BOSQUE Y SELVA,VSA/BP,BOSQUE DE PINO,BUENA,70.0,1.0,1494.553893000000,0.032014395500,0.002142070300,0.001499449200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
354,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,70.0,1.0,1494.553893000000,36.108475027000,2.416003544200,1.691202480900,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
355,0.0,ACfr+RGdy/2,ACRISOL,FÃ©rrico,C,BPCC,IEFF,BOSQUE Y SELVA,BP,BOSQUE DE PINO,BUENA,70.0,1.0,1494.553893000000,0.988206299000,0.066120486000,0.046284340200,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
356,0.0,VRpe+LPli/3R,VERTISOL,PÃ©lico,D,VICN,IEFF,PASTIZALES FORRAJE CONTINUO PARA PASTOREO,PI,PASTIZAL INDUCIDO,MALA,89.0,1.0,1494.553893000000,0.569414884000,0.038099320900,0.033908395600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
357,0.0,VRpe+LPli/3R,VERTISOL,PÃ©lico,D,IAPF,TA,TIERRA CULTIVADA,IAPF,NO APLICABLE,MALA,91.0,1.0,1494.553893000000,0.212634660600,0.014227299600,0.012946842600,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
358,0.0,LVha+LVcr+ANmo/3,LUVISOL,HÃ¡plico,D,BPCC,IEFF,BOSQUE Y SELVA,BPQ,BOSQUE DE PINO-ENCINO,BUENA,70.0,1.0,1494.553893000000,0.070546820300,0.004720259300,0.003304181500,72.873371098000,54.448045318000,86.724022659000,68.256487244000,77.490254952000
